Title,Company,Career,academic,Location,Type,Skill,Address,Company_link,Title_link,S_day,D_day
펌웨어 개발자 채용,㈜경우시스테크,경력3년↑,학력무관,서울 금천구,정규직,"Ajax, C, C++, JAVA, MySQL, SQL, Linux, AutoCAD, CAD","서울 금천구 디지털로9길 68 (가산동, 대륭포스트타워 5차) 4층 전층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/290709,https://www.jobkorea.co.kr/Recruit/GI_Read/44566965?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
C/C++/WPF 전문개발자 모집,㈜비젼인,경력무관,학력무관,서울 금천구,정규직,Python,"서울 금천구 디지털로 121 (가산동, 에이스가산타워) 501호",https://www.jobkorea.co.kr/Recruit/Co_Read/C/18117464,https://www.jobkorea.co.kr/Recruit/GI_Read/44569403?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
"[구로지점,AI 초분광 솔루션] AI 연구원 채용(박사)",㈜엘로이랩,경력,석사↑,서울 구로구,정규직,"꼼꼼함, 성장지향성,                                     성실성, 성취지향성","서울 구로구 디지털로30길 28 (구로동, 마리오타워) 506호",https://www.jobkorea.co.kr/Recruit/Co_Read/C/32156125,https://www.jobkorea.co.kr/Recruit/GI_Read/44549008?rPageCode=SL&logpath=21&sn=6,2024.04.25(목),2024.05.25(토)
"[테크빌교육] 웹개발 및 운영업무 팀장급 채용(Java, Python)",테크빌교육㈜,경력8년↑,학력무관,서울 강남구,정규직,"성실성, 꼼꼼함,                                     협동심","서울 강남구 언주로 551 (역삼동) 프라자빌딩 5, 6, 8층 테크빌교육",https://www.jobkorea.co.kr/Recruit/Co_Read/C/3728,https://www.jobkorea.co.kr/Recruit/GI_Read/44549143?rPageCode=SL&logpath=21&sn=6,2024.04.25(목),2024.05.25(토)
국가 R&D 연구과제 시스템개발 연구원 채용,㈜애니파이브,경력,대졸↑,서울 구로구,정규직,"EJB, JAVA, PL/SQL, RDBMS, WAS, DRM, 전자정부표준프레임워크, 정보처리기사 자격",서울 구로구 구로3동 212-8 대륭포스트타워1차 1603호,https://www.jobkorea.co.kr/Recruit/Co_Read/C/16692,https://www.jobkorea.co.kr/Recruit/GI_Read/44549123?rPageCode=SL&logpath=21&sn=6,2024.04.25(목),2024.05.25(토)
[SICT] RPA 개발자 및 PM/PL 채용,㈜에스아이시티,경력5년↑,초대졸↑,서울 강남구,정규직,"C#, HTML, JAVA, Python, VB.NET, VisualBasic",서울 강남구 강남대로146길 25 (논현동) 3층,https://www.jobkorea.co.kr/Recruit/Co_Read/C/30989816,https://www.jobkorea.co.kr/Recruit/GI_Read/44544488?rPageCode=SL&logpath=21&sn=6,2024.04.25(목),2024.05.25(토)
신입사원 AI모델 연구개발자 채용,㈜딥인스펙션,경력3년↑,대졸↑,서울 송파구,정규직,"C++, Python","서울 송파구 법원로11길 25 (문정동, 에이치비지니스파크) A동 13층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/17118136,https://www.jobkorea.co.kr/Recruit/GI_Read/44548245?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
[SICT] RPA 개발자 채용,㈜에스아이시티,경력1년↑,초대졸↑,서울 강남구,정규직,"C#, HTML, JAVA, Python, VB.NET, VisualBasic",서울 강남구 강남대로146길 25 (논현동) 3층,https://www.jobkorea.co.kr/Recruit/Co_Read/C/30989816,https://www.jobkorea.co.kr/Recruit/GI_Read/44544481?rPageCode=SL&logpath=21&sn=6,2024.04.25(목),2024.05.25(토)
[AI음성기술기업] 기업부설연구소 전문연구요원 채용(병역특례),㈜라피치,경력무관,석사↑,서울 강남구,정규직,기본우대인근거주자,"서울 강남구 도곡로 115 (역삼동, 거암빌딩) 7층, 기업부설연구소",https://www.jobkorea.co.kr/Recruit/Co_Read/C/168280,https://www.jobkorea.co.kr/Recruit/GI_Read/44551075?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
"[구로지점,AI 초분광 솔루션] AI연구소 AI Engineer 채용(C++/영상처리/MFC/경력)",㈜엘로이랩,경력,대졸↑,서울 구로구,정규직,"꼼꼼함, 성장지향성,                                     성실성, 성취지향성","서울 구로구 디지털로30길 28 (구로동, 마리오타워) 506호",https://www.jobkorea.co.kr/Recruit/Co_Read/C/32156125,https://www.jobkorea.co.kr/Recruit/GI_Read/44549017?rPageCode=SL&logpath=21&sn=6,2024.04.25(목),2024.06.24(월)
[코스닥상장사] 영상화질개선 기술개발,㈜포바이포,경력2년↑,학력무관,서울 서초구,정규직,,"서울 서초구 강남대로 479 (반포동, 신논현타워) ",https://www.jobkorea.co.kr/Recruit/Co_Read/C/23108461,https://www.jobkorea.co.kr/Recruit/GI_Read/44538045?rPageCode=SL&logpath=21&sn=6,2024.04.24(수),2024.06.23(일)
[경력·전문연] 딥러닝/머신러닝 개발자 채용(내일채움공제가능),㈜아이넷캅,신입·경력1년↑,대졸↑,서울 송파구,정규직 외,"Python, R",서울 송파구 송파대로 201 (문정동) A동 1309 ∽ 1312호(송파테라타워2),https://www.jobkorea.co.kr/Recruit/Co_Read/C/42084,https://www.jobkorea.co.kr/Recruit/GI_Read/44533037?rPageCode=SL&logpath=21&sn=6,2024.04.24(수),2024.06.21(금)
멀티모달 엔지니어 채용,로민,경력5년↑,대졸↑,서울 서초구,정규직,"OpenCV, Python, Pytorch, Tensorflow, detectron2, onnx, mmdetection, AdelaiDet",서울 서초구 방배천로2길 10 (방배동) 7층,https://www.jobkorea.co.kr/Recruit/Co_Read/C/34673566,https://www.jobkorea.co.kr/Recruit/GI_Read/44522135?rPageCode=SL&logpath=21&sn=6,2024.04.22(월),2024.05.31(금)
MLOps 정규직 채용,㈜엠트리센,경력3년↑,대졸↑,서울 강남구,정규직,,"서울 강남구 테헤란로77길 13 (삼성동, 창조빌딩) 10층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/33952779,https://www.jobkorea.co.kr/Recruit/GI_Read/44529353?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
AI 리서치 엔지니어 [전문연구요원],에버엑스㈜,경력2년↑,학력무관,서울 서초구,정규직,"Python, Pytorch, Tensorflow","서울 서초구 서리풀길 29-7 (서초동, 서초시윤) 에버엑스",https://www.jobkorea.co.kr/Recruit/Co_Read/C/31993622,https://www.jobkorea.co.kr/Recruit/GI_Read/44529077?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
멀티모달 LLM 총괄자 모집,㈜브이알크루,경력5년↑,박사↑,서울 강남구,정규직,,"서울 강남구 삼성로75길 32-11 (대치동, 대산빌딩) 4층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/38008387,https://www.jobkorea.co.kr/Recruit/GI_Read/44481823?rPageCode=SL&logpath=21&sn=6,2024.04.17(수),2024.06.16(일)
기업부설연구소 Linux & Yocto 채용,에스디티 주식회사,경력3년↑,초대졸↑,서울 강남구,정규직,기본우대관련 학과 전공자우대전공기계·메카트로닉스·로봇,서울 강남구 테헤란로44길 5 (역삼동) 대아빌딩 10층,https://www.jobkorea.co.kr/Recruit/Co_Read/C/32955045,https://www.jobkorea.co.kr/Recruit/GI_Read/44457811?rPageCode=SL&logpath=21&sn=6,2024.04.15(월),2024.05.31(금)
"[FAVIS] 머신비전 시스템제어 및 개발 부문 S/W 프로그램 엔지니어, C/S 엔지니어 상시모집",㈜파비스,경력무관,학력무관,서울 금천구,정규직,"C#, C++, 영어회화, 1종보통운전면허, 2종보통운전면허, 운전면허, 컴퓨터활용능력","서울 금천구 가산디지털1로 233 (가산동, 에이스하이엔드타워9차) 910호",https://www.jobkorea.co.kr/Recruit/Co_Read/C/37650,https://www.jobkorea.co.kr/Recruit/GI_Read/44494973?rPageCode=SL&logpath=21&sn=6,2024.04.18(목),2024.06.17(월)
멀티모달 LLM 연구원 모집,㈜브이알크루,경력2년↑,석사↑,서울 강남구,정규직,,"서울 강남구 삼성로75길 32-11 (대치동, 대산빌딩) 4층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/38008387,https://www.jobkorea.co.kr/Recruit/GI_Read/44481177?rPageCode=SL&logpath=21&sn=6,2024.04.17(수),2024.06.16(일)
AI 소프트웨어 엔지니어,에버엑스㈜,경력2년↑,학력무관,서울 서초구,정규직,"Python, Pytorch, Tensorflow","서울 서초구 서리풀길 29-7 (서초동, 서초시윤) 에버엑스",https://www.jobkorea.co.kr/Recruit/Co_Read/C/31993622,https://www.jobkorea.co.kr/Recruit/GI_Read/44528661?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
자율주행시스템 개발경력자 채용,㈜와이즈오토모티브,경력,학력무관,서울 서초구,정규직,"C++, Python, ADAS, Autosar, DL, ROS, SLAM",서울 서초구 반포대로3길 31 (서초동) 와이즈빌딩,https://www.jobkorea.co.kr/Recruit/Co_Read/C/37866,https://www.jobkorea.co.kr/Recruit/GI_Read/44438477?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
AI Engineer 경력자 채용,㈜인디비정보시스템,경력2년↑,학력무관,서울 금천구,계약직,,"서울 금천구 가산디지털1로 75-15 (가산동, 가산하우스디와이즈타워) 726호",https://www.jobkorea.co.kr/Recruit/Co_Read/C/31390523,https://www.jobkorea.co.kr/Recruit/GI_Read/44409359?rPageCode=SL&logpath=21&sn=6,2024.04.08(월),2024.06.07(금)
모델링 이미지 프로세싱 개발 구인 합니다.,㈜이엑서비션,경력2년↑,초대졸↑,서울 강남구,정규직,"Keras, Pandas, Python, Pytorch, Scipy, Tensorflow","서울 강남구 봉은사로114길 30-5 (삼성동, 평화빌딩) 205호",https://www.jobkorea.co.kr/Recruit/Co_Read/C/32055377,https://www.jobkorea.co.kr/Recruit/GI_Read/44301747?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
머신 러닝 엔지니어 정규직 채용,㈜엠트리센,경력3년↑,대졸↑,서울 강남구,정규직,,"서울 강남구 테헤란로77길 13 (삼성동, 창조빌딩) 10층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/33952779,https://www.jobkorea.co.kr/Recruit/GI_Read/44529086?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
[착한의사 비바이노베이션] 정부 R&D 연구원,비바이노베이션,경력1년↑,대졸↑,서울 강남구,정규직,,서울 강남구 논현로87길 19 (역삼동) ,https://www.jobkorea.co.kr/Recruit/Co_Read/C/25727030,https://www.jobkorea.co.kr/Recruit/GI_Read/44530507?rPageCode=SL&logpath=21&sn=6,2024.04.23(화),2024.06.22(토)
이미징(화질) 튜닝 포지션 집중 채용,㈜트루엔,경력무관,학력무관,서울 구로구,정규직,,"서울 구로구 디지털로33길 28 (구로동, 우림이비지센터1차) 트루엔",https://www.jobkorea.co.kr/Recruit/Co_Read/C/114344,https://www.jobkorea.co.kr/Recruit/GI_Read/44322611?rPageCode=SL&logpath=21&sn=6,2024.03.27(수),2024.05.26(일)
기업부설연구소 MCU F/W 개발(경력직) 채용,에스디티 주식회사,경력3년↑,초대졸↑,서울 강남구,정규직,기본우대관련 학과 전공자우대전공기계·메카트로닉스·로봇,서울 강남구 테헤란로44길 5 (역삼동) 대아빌딩 10층,https://www.jobkorea.co.kr/Recruit/Co_Read/C/32955045,https://www.jobkorea.co.kr/Recruit/GI_Read/44306044?rPageCode=SL&logpath=21&sn=6,2024.03.25(월),2024.05.24(금)
[텔코웨어] Media Server 개발 경력사원 채용공고,텔코웨어㈜,경력5년↑,대졸↑,서울 서초구,정규직,"C, C++, MariaDB, PostgreSQL, Window, Linux, Network Socket",서울 서초구 서초3동 1708-2 텔코웨어빌딩,https://www.jobkorea.co.kr/Recruit/Co_Read/C/156380,https://www.jobkorea.co.kr/Recruit/GI_Read/44324698?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
데이터표준품질부문 경력채용 (정규직),㈜한국정보기술단,경력3년↑,대졸↑,서울 서초구 외,정규직,"MSSQL, MySQL, Python, R, SQL","서울 서초구 방배로 132 (방배동, 장산빌딩) 6층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/30461587,https://www.jobkorea.co.kr/Recruit/GI_Read/44409367?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
[디엠씨미디어] A.I. 서비스 연구 및 개발 경력 채용,㈜디엠씨미디어,경력3년↑,대졸↑,서울 강남구,정규직,기본우대장애인,"서울 강남구 학동로 401 (청담동, 금하빌딩) 5층 DMC미디어",https://www.jobkorea.co.kr/Recruit/Co_Read/C/4431,https://www.jobkorea.co.kr/Recruit/GI_Read/44373519?rPageCode=SL&logpath=21&sn=6,2024.04.02(화),2024.05.31(금)
"[구로지점, 병역특례(전문연구요원)] AI 연구원 채용",㈜엘로이랩,신입·경력,석사↑,서울 구로구,병역특례,"꼼꼼함, 성장지향성,                                     성실성, 성취지향성","서울 구로구 디지털로30길 28 (구로동, 마리오타워) 506호",https://www.jobkorea.co.kr/Recruit/Co_Read/C/32156125,https://www.jobkorea.co.kr/Recruit/GI_Read/44377676?rPageCode=SL&logpath=21&sn=6,2024.04.03(수),2024.06.02(일)
유능한 개발자 모십니다.,㈜엘젠,경력7년↑,초대졸↑,서울 강남구,정규직,"JAVA, Python, 풀스택, NLU, LLM","서울 강남구 역삼로 165 (역삼동, 해성빌딩) 3층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/17711960,https://www.jobkorea.co.kr/Recruit/GI_Read/44491767?rPageCode=SL&logpath=21&sn=6,2024.04.18(목),2024.06.17(월)
"머신 비전 프로그램 개발자 모집 (딥러닝, 이미지 프로세싱, 시스템 제어, C++ / 신입 및 경력)",㈜지브이랩,경력1년↑,학력무관,서울 금천구,정규직,"C, C++, OpenCV, CUDA","서울 금천구 가산디지털1로 171 (가산동, 가산에스케이브이원센터) 506호",https://www.jobkorea.co.kr/Recruit/Co_Read/C/27982680,https://www.jobkorea.co.kr/Recruit/GI_Read/44420803?rPageCode=SL&logpath=21&sn=6,2024.04.09(화),2024.06.08(토)
에너자이 AI 컴파일러 엔지니어 채용 공고 (전문연구요원 가능),에너자이,경력무관,학력무관,서울 강남구,정규직 외,"C, C++, Pytorch, Scala, Tensorflow, F#, haskell, Optimizing ML, vision algorithm on DSP, vision algorithm on NPU",서울 강남구 테헤란로27길 27 (역삼동) ,https://www.jobkorea.co.kr/Recruit/Co_Read/C/34732356,https://www.jobkorea.co.kr/Recruit/GI_Read/44322610?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
AI 리서치 엔지니어,에버엑스㈜,경력2년↑,학력무관,서울 서초구,정규직,"Python, Pytorch, Tensorflow","서울 서초구 서리풀길 29-7 (서초동, 서초시윤) 에버엑스",https://www.jobkorea.co.kr/Recruit/Co_Read/C/31993622,https://www.jobkorea.co.kr/Recruit/GI_Read/44529095?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
[AInation] 인공지능 데이터 사이언티스트 모집 (경력),㈜에이아이네이션,경력3년↑,학력무관,서울 서초구,정규직,"Python, Pytorch, SQL, Tensorflow","서울 서초구 매헌로 16 (양재동, 하이브랜드) 리빙관 3층 (양재 AI 혁신 지구)",https://www.jobkorea.co.kr/Recruit/Co_Read/C/36318288,https://www.jobkorea.co.kr/Recruit/GI_Read/44421363?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
[젠티] 인공지능(AI) 엔지니어 모집(병역특례 전문연구요원 포함),㈜젠티,경력,대졸↑,서울 구로구,정규직 외,"AWS, Python, Pytorch, SQL, GitHub","서울 구로구 디지털로 273 (구로동, 에이스트윈타워2차) 508호",https://www.jobkorea.co.kr/Recruit/Co_Read/C/31940528,https://www.jobkorea.co.kr/Recruit/GI_Read/44488519?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
클라우드 구축 및 운영 엔지니어 인재 채용,디딤365㈜,경력2년↑,초대졸↑,서울 구로구,정규직,"Python, Window, Linux",서울 구로구 디지털로26길 43 (구로동) 대륭포스트타워 8차 R동 12층,https://www.jobkorea.co.kr/Recruit/Co_Read/C/187341,https://www.jobkorea.co.kr/Recruit/GI_Read/44481133?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
에너자이 ML Engineer/Researcher 채용 공고 (전문연구요원 가능),에너자이,경력무관,학력무관,서울 강남구,정규직 외,"Keras, Python, Pytorch, Tensorflow, NAS, network compression",서울 강남구 테헤란로27길 27 (역삼동) ,https://www.jobkorea.co.kr/Recruit/Co_Read/C/34732356,https://www.jobkorea.co.kr/Recruit/GI_Read/44521068?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
[뉴냅스] AI 개발자 채용 공고,㈜뉴냅스,경력무관,대졸↑,서울 송파구,정규직,우대전공전산학·컴퓨터공학,"서울 송파구 올림픽로43길 88 (풍납동, 서울아산병원) 아산생명과학연구원 융합연구관 11층 1호",https://www.jobkorea.co.kr/Recruit/Co_Read/C/23585559,https://www.jobkorea.co.kr/Recruit/GI_Read/44519732?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
(빅데이터/AI/파이썬/자바/C#/PLC/유니티) 멘토(훈련보조강사) 채용,㈜코드랩이앤티,경력무관,대졸↑,서울 금천구,정규직 외,"API, AWS, Docker, Git, JAVA, JPA, MariaDB, MongoDB, MSA",서울 금천구 가산디지털2로 144 (가산동) 현대테라타워 가산DK 20층,https://www.jobkorea.co.kr/Recruit/Co_Read/C/43065455,https://www.jobkorea.co.kr/Recruit/GI_Read/44426091?rPageCode=SL&logpath=21&sn=6,2024.04.09(화),2024.06.08(토)
AI 개발자,㈜비지언스,경력1년↑,대졸↑,서울 금천구,정규직 외,Python,서울 금천구 가산디지털2로 101 (가산동) 비동 1411호,https://www.jobkorea.co.kr/Recruit/Co_Read/C/18275774,https://www.jobkorea.co.kr/Recruit/GI_Read/44354351?rPageCode=SL&logpath=21&sn=6,2024.04.01(월),2024.05.31(금)
AI 모델링 / 데이터 분석,에쓰오씨소프트㈜,경력3년↑,초대졸↑,서울 구로구,정규직,"Keras, Tensorflow",서울 구로구 구로동 235번지 한신IT타워 704,https://www.jobkorea.co.kr/Recruit/Co_Read/C/51797,https://www.jobkorea.co.kr/Recruit/GI_Read/44336132?rPageCode=SL&logpath=21&sn=6,2024.03.28(목),2024.05.27(월)
[모빌테크] SLAM & Computer Vision 연구원 모집 (신입/경력),모빌테크,신입·경력2년↑,대졸↑,서울 서초구,정규직,"C++, Python, Pytorch, Tensorflow","서울 서초구 마방로4길 16-9 (양재동, 삼보빌딩) ",https://www.jobkorea.co.kr/Recruit/Co_Read/C/21588579,https://www.jobkorea.co.kr/Recruit/GI_Read/44502868?rPageCode=SL&logpath=21&sn=6,2024.04.19(금),2024.06.18(화)
[SC301의원 삼성동/코엑스] 성형외과 AI엔지니어/개발자(경력자)를 모십니다.,에스씨301의원,경력,초대졸↑,서울 강남구,정규직,".Net, ASP, Ajax, Android, ASP.NET, EJB, HTML, JAVA, JSP, Python","서울 강남구 삼성동 77-9번지 찬앤찬타워 3층,4층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/12987166,https://www.jobkorea.co.kr/Recruit/GI_Read/44409886?rPageCode=SL&logpath=21&sn=6,2024.04.08(월),2024.05.31(금)
[RPA] Brity RPA 운영/개발 모집,㈜단솔플러스,경력무관,초대졸↑,서울 강남구,정규직,"C#, Javascript, VB.NET, Excel","서울 강남구 강남대로 358 (역삼동, 강남358타워) 18층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/27214,https://www.jobkorea.co.kr/Recruit/GI_Read/44359436?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
"[기쁨병원] AI 개발자 및 모바일 앱 개발자, 병원 전산 개발/운영",기쁨병원,경력,학력무관,서울 서초구,정규직,기본우대관련 자격증 보유자,서울 서초구 서초중앙로 4 (서초동) 기쁨병원빌딩,https://www.jobkorea.co.kr/Recruit/Co_Read/C/656,https://www.jobkorea.co.kr/Recruit/GI_Read/44489007?rPageCode=SL&logpath=21&sn=6,2024.04.18(목),2024.06.17(월)
[딥브레인AI] 딥러닝 연구원 / 엔지니어 모집 (전문연구요원 가능),딥브레인 AI,신입·경력,석사↑,서울 강남구,정규직,"C, C#, C++, JAVA, Python, C++Builder",서울 강남구 역삼로7길 6 (역삼동) 딥브레인 AI,https://www.jobkorea.co.kr/Recruit/Co_Read/C/18673403,https://www.jobkorea.co.kr/Recruit/GI_Read/44408834?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
System 엔지니어 (SE) 부문 담당자 채용,아크로노드,신입·경력,초대졸↑,서울 금천구,정규직,"SQL, Tomcat, WAS, Window, Linux","서울 금천구 디지털로9길 65 (가산동, 백상스타타워1차) 904호",https://www.jobkorea.co.kr/Recruit/Co_Read/C/21802593,https://www.jobkorea.co.kr/Recruit/GI_Read/44378764?rPageCode=SL&logpath=21&sn=6,2024.04.03(수),2024.06.02(일)
[(주)뷰브레인헬스케어] 인공지능 리서처(의료영상) 채용,㈜뷰브레인헬스케어,경력무관,대졸↑,서울 강남구,정규직,"Keras, Python, Pytorch, Tensorflow, CNN, CT, CUDA, DL, EMR, MRI","서울 강남구 학동로 314 (논현동, 영남빌딩) 2층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/41882947,https://www.jobkorea.co.kr/Recruit/GI_Read/44529151?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
Machine Learning Engineer (전문연구요원 현역/보충역),주식회사 데이블,신입,대졸↑,서울 강남구,정규직,"AWS, kubernetes, Python, Pytorch, Spark, SQL, Fastapi, Ray, MLOps","서울 강남구 테헤란로 507 (삼성동, WeWork빌딩) 4층 데이블",https://www.jobkorea.co.kr/Recruit/Co_Read/C/19717466,https://www.jobkorea.co.kr/Recruit/GI_Read/44435115?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
카운트다운AI Gen AI 개발자,㈜카운트다운에이아이,경력무관,대졸↑,서울 강남구,정규직,"API, Docker, MySQL, Python, Pytorch, Cloud, CNN, CUDA, DL, GAN","서울 강남구 테헤란로 151 (역삼동, 역삼하이츠빌딩) 패스트파이브 역삼 3호점 5층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/43695639,https://www.jobkorea.co.kr/Recruit/GI_Read/44393464?rPageCode=SL&logpath=21&sn=6,2024.04.05(금),2024.06.04(화)
"[딥브레인 AI] 전문연구요원, 산업기능요원 채용",딥브레인 AI,신입,대졸↑,서울 강남구,병역특례,,서울 강남구 역삼로7길 6 (역삼동) 딥브레인AI,https://www.jobkorea.co.kr/Recruit/Co_Read/C/18673403,https://www.jobkorea.co.kr/Recruit/GI_Read/44517307?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
AI 임베디드 IoT 신입/경력 사원 모집,㈜에스에이치엘에이비,신입·경력,대졸↑,서울 강남구,정규직,"Keras, Python, Pytorch, Tensorflow, 라즈베리파이","서울 강남구 테헤란로87길 36 (삼성동, 도심공항타워) 1207호",https://www.jobkorea.co.kr/Recruit/Co_Read/C/37746848,https://www.jobkorea.co.kr/Recruit/GI_Read/44479375?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
[경력/신입] 공공데이터 및 데이터기반 행정 유경험자 특별 채용,㈜이노포스트,신입·경력3년↑,대졸↑,서울 서초구,정규직,"Hadoop, SQL, BigQuery, DBMS, JSON, 정보처리기사 자격","서울 서초구 동광로 2 (방배동, 정태빌딩) 5층 이노포스트",https://www.jobkorea.co.kr/Recruit/Co_Read/C/32943093,https://www.jobkorea.co.kr/Recruit/GI_Read/44527723?rPageCode=SL&logpath=21&sn=6,2024.04.23(화),2024.06.22(토)
서비스 / 솔루션 / 플랫폼 기획/PM,㈜인피닉,신입·경력,대졸↑,서울 강남구,정규직,"PowerPoint, OA, 와이어프레임, 컴퓨터활용능력",서울 강남구 강남대로84길 13 (역삼동) KR타워,https://www.jobkorea.co.kr/Recruit/Co_Read/C/16020,https://www.jobkorea.co.kr/Recruit/GI_Read/44462062?rPageCode=SL&logpath=21&sn=6,2024.04.15(월),2024.06.14(금)
주차공간분석 영상 AI 개발자 채용,㈜파킹고,신입·경력3년↑,대졸↑,서울 금천구,정규직,"C#, Python, Pytorch, Tensorflow, ML/DL, Object Detection","서울 금천구 가산디지털1로 19 (가산동, 대륭테크노타운18차) 1203호",https://www.jobkorea.co.kr/Recruit/Co_Read/C/31304867,https://www.jobkorea.co.kr/Recruit/GI_Read/44447235?rPageCode=SL&logpath=21&sn=6,2024.04.12(금),2024.06.11(화)
"소프트웨어(Android, Linux) 개발자 모집",㈜마르시스,신입·경력,대졸↑,서울 강남구,정규직 외,"Android, C, C++, JAVA, Kotlin, Linux, 임베디드리눅스, Android Studio, 임베디드 하드웨어",서울 강남구 역삼동 721번지 서원빌딩 2층~6층,https://www.jobkorea.co.kr/Recruit/Co_Read/C/45233,https://www.jobkorea.co.kr/Recruit/GI_Read/44333018?rPageCode=SL&logpath=21&sn=6,2024.03.28(목),2024.05.24(금)
특허/상표 데이터 등 분석(Python) 및 사업 기획 신규/경력 모집 - 정규직,마크클라우드,신입·경력,대졸↑,서울 강남구,정규직,Python,"서울 강남구 테헤란로70길 14-8 (대치동, 세왕개발빌딩) 4층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/38343240,https://www.jobkorea.co.kr/Recruit/GI_Read/44408219?rPageCode=SL&logpath=21&sn=6,2024.04.08(월),2024.06.07(금)
2024년 (주)더캐리 IT인력 (정보혁신부) 전 부문 공개채용,㈜더캐리,신입·경력,대졸↑,서울 강남구 외,정규직,"Flutter, JAVA, Oracle, Python, React, TypeScript, Figma, Next.js, SpringBoot, Langchain",서울 용산구 이태원로 241 (한남동) 한남빌딩 2~5층,https://www.jobkorea.co.kr/Recruit/Co_Read/C/13784963,https://www.jobkorea.co.kr/Recruit/GI_Read/44459279?rPageCode=SL&logpath=21&sn=6,2024.04.15(월),2024.06.14(금)
[IT취업연계과정]JAVA/프론트엔드/풀스택/백엔드 자바개발자취업교육과정/ IT취업 컨설팅,㈜에이콘아카데미,신입·경력,고졸↑,서울,연수생/교육생,"CSS, HTML, JAVA, Javascript, SQL, 풀스택, 자바스크립트, 자바, 직업훈련, 취업연계, 취업교육","서울 강남구 테헤란로 124 (역삼동, 삼원타워) 501호",https://www.jobkorea.co.kr/Recruit/Co_Read/C/15961890,https://www.jobkorea.co.kr/Recruit/GI_Read/44670179?rPageCode=SL&logpath=21&sn=6,2024.05.13(월),2024.05.31(금)
[IT취업률100프로]AIoT/AWS/풀스택개발(무료숙식교육/비전공자가능/수도권기숙)국비무료 취준생 선착순 모집,㈜세종교육,신입,학력무관,서울 강남구 외,연수생/교육생,,경기 성남시 수정구 태평2동 3408번지 5층,https://www.jobkorea.co.kr/Recruit/Co_Read/C/189368,https://www.jobkorea.co.kr/Recruit/GI_Read/44597437?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
[국비지원 무료교육] 챗GPT(AI) 마케팅 실무 훈련생 모집,동대문여성인력개발센터,신입,초대졸↑,서울 강남구 외,연수생/교육생,,홈페이지 참고,https://www.jobkorea.co.kr/Recruit/Co_Read/C/18297771,https://www.jobkorea.co.kr/Recruit/GI_Read/44607544?rPageCode=SL&logpath=21&sn=6,2024.05.07(화),2024.06.05(수)
