Title,Company,Career,academic,Location,Type,Skill,Address,Company_link,Title_link,S_day,D_day
2024년 정규직 3기 채용 [개발 경력],㈜포에시아,경력3년↑,대졸↑,서울 송파구,정규직,"C, JAVA, Python, Go, 정보처리기사 자격, ml","서울 송파구 법원로 128 (문정동, 문정역SKV1) B동 420호",https://www.jobkorea.co.kr/Recruit/Co_Read/C/42652902,https://www.jobkorea.co.kr/Recruit/GI_Read/44718636?rPageCode=SL&logpath=21&sn=6,2024.05.20(월),2024.07.19(금)
[강남] AI 연구소 개발 연구원 채용,㈜씨엘모빌리티,경력3년↑,학력무관,서울 강남구,정규직,"C#, C++, GoLang, Python, Ai, 머신러닝, 딥러닝","서울 강남구 강남대로 318 (역삼동, TOWER837) 8층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/20736650,https://www.jobkorea.co.kr/Recruit/GI_Read/44717763?rPageCode=SL&logpath=21&sn=6,2024.05.20(월),2024.06.19(수)
[AI 전문기업 덴컴] AI Research 팀장 채용,㈜덴컴,경력6년↑,대졸↑,서울 강남구 외,정규직,"C, C++, Python, Tensorflow, TypeScript","서울 강남구 삼성로85길 26 (대치동, V&S) 14층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/23874097,https://www.jobkorea.co.kr/Recruit/GI_Read/44718693?rPageCode=SL&logpath=21&sn=6,2024.05.20(월),2024.06.19(수)
3D 솔리드웍스 기구(메카니즘)설계 경력개발자 모집,㈜월드멀티넷,신입·경력1년↑,초대졸↑,서울 강남구,정규직,"3ds Max, CAD, 3D Printer",서울 강남구 개포로25길 9-6 (개포동) 방주빌딩 2층,https://www.jobkorea.co.kr/Recruit/Co_Read/C/127023,https://www.jobkorea.co.kr/Recruit/GI_Read/44723782?rPageCode=SL&logpath=21&sn=6,2024.05.20(월),2024.06.30(일)
C/C++/Linux 펌웨어 및 임베디드 엔지니어 모집,㈜포디아이비젼,경력무관,대졸↑,서울 서초구,정규직,"C++, Python, VIsualC·C++, Linux","서울 서초구 매헌로16길 32 (양재동, 희경빌딩) F동 202호 (양재AI허브)",https://www.jobkorea.co.kr/Recruit/Co_Read/C/36078705,https://www.jobkorea.co.kr/Recruit/GI_Read/44721438?rPageCode=SL&logpath=21&sn=6,2024.05.20(월),2024.06.19(수)
[AI 전문기업 덴컴] 프론드엔드 개발 팀장 채용,㈜덴컴,경력8년↑,대졸↑,서울 강남구 외,정규직,"JAVA, Javascript, Node.js, NoSQL, Python, ReactJS, SQL, TypeScript, Next.js","서울 강남구 삼성로85길 26 (대치동, V&S) 14층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/23874097,https://www.jobkorea.co.kr/Recruit/GI_Read/44718296?rPageCode=SL&logpath=21&sn=6,2024.05.20(월),2024.06.19(수)
OpenCV/MATLAB/TensorFlow/Python/C/C++/Linux 알고리즘 개발 (팀원)(팀장),㈜포디아이비젼,신입·경력,대졸↑,서울 서초구,정규직,"C++, Python, VIsualC·C++, Linux, 강화학습, LLM","서울 서초구 매헌로16길 32 (양재동, 희경빌딩) F동 202호 (양재AI허브)",https://www.jobkorea.co.kr/Recruit/Co_Read/C/36078705,https://www.jobkorea.co.kr/Recruit/GI_Read/44721447?rPageCode=SL&logpath=21&sn=6,2024.05.20(월),2024.06.19(수)
2024년 [개발 프로젝트PM] 3기 채용,㈜포에시아,경력10년↑,초대졸↑,서울 송파구,계약직,,"서울 송파구 법원로 128 (문정동, 문정역SKV1) B동 420호",https://www.jobkorea.co.kr/Recruit/Co_Read/C/42652902,https://www.jobkorea.co.kr/Recruit/GI_Read/44718661?rPageCode=SL&logpath=21&sn=6,2024.05.20(월),2024.07.19(금)
2024년 정규직 3기 채용 [개발 신입],㈜포에시아,신입,대졸↑,서울 송파구,정규직,,"서울 송파구 법원로 128 (문정동, 문정역SKV1) B동 420호",https://www.jobkorea.co.kr/Recruit/Co_Read/C/42652902,https://www.jobkorea.co.kr/Recruit/GI_Read/44718645?rPageCode=SL&logpath=21&sn=6,2024.05.20(월),2024.07.19(금)
[AI 전문기업 덴컴] CTO 채용,㈜덴컴,경력10년↑,대졸↑,서울 강남구 외,정규직,"JAVA, Javascript, Node.js, NoSQL, Python, ReactJS, SQL, TypeScript, Nest.js","서울 강남구 삼성로85길 26 (대치동, V&S) 14층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/23874097,https://www.jobkorea.co.kr/Recruit/GI_Read/44718404?rPageCode=SL&logpath=21&sn=6,2024.05.20(월),2024.06.19(수)
[부동산R114 / HDC 계열사] 데이터분석 및 모델링 담당자 모집,부동산114㈜,경력,대졸↑,서울 서초구,정규직,Python,서울 서초구 효령로 346 (서초동) 8.9층,https://www.jobkorea.co.kr/Recruit/Co_Read/C/200848,https://www.jobkorea.co.kr/Recruit/GI_Read/44720642?rPageCode=SL&logpath=21&sn=6,2024.05.20(월),2024.05.31(금)
[AI 전문기업 덴컴] 음성 AI Researcher 채용,㈜덴컴,경력2년↑,대졸↑,서울 강남구 외,정규직,"C, C++, Python","서울 강남구 삼성로85길 26 (대치동, V&S) 14층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/23874097,https://www.jobkorea.co.kr/Recruit/GI_Read/44718831?rPageCode=SL&logpath=21&sn=6,2024.05.20(월),2024.06.19(수)
[AI 전문기업 덴컴] 프론트엔드 개발자 채용,㈜덴컴,경력4년↑,대졸↑,서울 강남구 외,정규직,"JAVA, Javascript, Node.js, NoSQL, Python, SQL, TypeScript","서울 강남구 삼성로85길 26 (대치동, V&S) 14층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/23874097,https://www.jobkorea.co.kr/Recruit/GI_Read/44716782?rPageCode=SL&logpath=21&sn=6,2024.05.20(월),2024.06.19(수)
인공지능 연구 및 개발 담당,㈜티라유텍,경력3년↑,대졸↑,서울 강남구,정규직,"Keras, Python, Pytorch, Tensorflow","서울 강남구 강남대로136길 11 (논현동, 논현제일빌딩) 4층 티라유텍 기업부설연구소",https://www.jobkorea.co.kr/Recruit/Co_Read/C/34775,https://www.jobkorea.co.kr/Recruit/GI_Read/44712202?rPageCode=SL&logpath=21&sn=6,2024.05.19(일),2024.06.18(화)
디지털교과서 전자저작물 교육콘텐츠 개발,영성미디어㈜,신입·경력,학력무관,서울 송파구,정규직 외,우대전공전산학·컴퓨터공학,서울 송파구 문정동 85,https://www.jobkorea.co.kr/Recruit/Co_Read/C/178381,https://www.jobkorea.co.kr/Recruit/GI_Read/44663106?rPageCode=SL&logpath=21&sn=6,2024.05.13(월),2024.06.12(수)
[미리디] 데이터 챕터 리드,㈜미리디,경력5년↑,대졸↑,서울 구로구,정규직,"Python, R, SQL","서울 구로구 디지털로31길 12 (구로동, 태평양물산) 8층 미리디",https://www.jobkorea.co.kr/Recruit/Co_Read/C/132996,https://www.jobkorea.co.kr/Recruit/GI_Read/44705072?rPageCode=SL&logpath=21&sn=6,2024.05.17(금),2024.07.16(화)
IoT 임베디드/펌웨어 엔지니어 채용 (전문연구요원 가능),㈜모토브,경력3년↑,대졸↑,서울 강남구,정규직,,"서울 강남구 강남대로 566 (논현동, 신영와코루빌딩) B1",https://www.jobkorea.co.kr/Recruit/Co_Read/C/23510928,https://www.jobkorea.co.kr/Recruit/GI_Read/44709219?rPageCode=SL&logpath=21&sn=6,2024.05.17(금),2024.07.16(화)
인공지능 MLOps 플랫폼 인프라 엔지니어,㈜텐,경력1년↑,학력무관,서울 강남구,정규직,"Jira, kubernetes, Linux, Confluence","서울 강남구 테헤란로 146 (역삼동, 현익빌딩) 패스트파이브 역삼2호점",https://www.jobkorea.co.kr/Recruit/Co_Read/C/34864016,https://www.jobkorea.co.kr/Recruit/GI_Read/44703163?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
(주)버블콘 python 개발자 경력 채용,㈜버블콘,경력3년↑,학력무관,서울 구로구,정규직,"AWS, Django, Docker, Flask, Python, Cloud","서울 구로구 디지털로34길 43 (구로동, 코오롱싸이언스밸리1차) 1001호",https://www.jobkorea.co.kr/Recruit/Co_Read/C/29633904,https://www.jobkorea.co.kr/Recruit/GI_Read/44703673?rPageCode=SL&logpath=21&sn=6,2024.05.17(금),2024.06.16(일)
"인공지능 활용 SW 개발자 양성 IT 훈련교강사, 퍼실리테이터, 보조강사 모집 : 풀스택(Springboot-React), 생성Ai, EDA, LLM, ROS, Unreal",애드인에듀,경력무관,학력무관,서울 금천구,정규직 외,"AWS, Docker, Spring Boot, Notion, GitHub, 머신러닝, React.js, 딥러닝, 보조강사, 개발강의","서울 금천구 가산디지털2로 108 (가산동, 뉴티캐슬) 212,213호",https://www.jobkorea.co.kr/Recruit/Co_Read/C/34577569,https://www.jobkorea.co.kr/Recruit/GI_Read/44687927?rPageCode=SL&logpath=21&sn=6,2024.05.16(목),2024.07.15(월)
Deep Learning Engineer (음성 합성 TTS 연구/개발) 정규직 채용,엔쓰리엔,신입·경력,대졸↑,서울 강남구,정규직,"Pandas, Python, Pytorch, Spark, Tensorflow",서울 강남구 강남대로162길 41-18 (신사동) B1-5F,https://www.jobkorea.co.kr/Recruit/Co_Read/C/43443558,https://www.jobkorea.co.kr/Recruit/GI_Read/44698259?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
"Deep Learning Engineer (STT, TTS 연구/개발) 정규직 채용",엔쓰리엔,신입·경력,대졸↑,서울 강남구,정규직,,서울 강남구 강남대로162길 41-18 (신사동) B1-5F,https://www.jobkorea.co.kr/Recruit/Co_Read/C/43443558,https://www.jobkorea.co.kr/Recruit/GI_Read/44698312?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
[제이엘케이] 인공지능(AI) 빅데이터 연구원 (전문연구요원),㈜제이엘케이,경력무관,석사↑,서울 강남구,병역특례,"C, C++, Python","서울 강남구 테헤란로33길 5 (역삼동, JLK타워) .",https://www.jobkorea.co.kr/Recruit/Co_Read/C/18283536,https://www.jobkorea.co.kr/Recruit/GI_Read/44691892?rPageCode=SL&logpath=21&sn=6,2024.05.16(목),2024.06.15(토)
[펨트론] SW그룹 3DAI팀 3D파트,㈜펨트론,신입·경력2년↑,초대졸↑,서울 금천구,정규직,,"서울 금천구 가산디지털1로 219 (가산동, 벽산디지털밸리6차) 1405호",https://www.jobkorea.co.kr/Recruit/Co_Read/C/41747967,https://www.jobkorea.co.kr/Recruit/GI_Read/44685615?rPageCode=SL&logpath=21&sn=6,2024.05.14(화),2024.06.03(월)
[펨트론] SW그룹 AOI팀,㈜펨트론,신입·경력2년↑,초대졸↑,서울 금천구,정규직,,"서울 금천구 가산디지털1로 219 (가산동, 벽산디지털밸리6차) 1405호",https://www.jobkorea.co.kr/Recruit/Co_Read/C/41747967,https://www.jobkorea.co.kr/Recruit/GI_Read/44685612?rPageCode=SL&logpath=21&sn=6,2024.05.14(화),2024.06.03(월)
[에임비랩] AI 개발자 모집,㈜에임비랩,경력3년↑,학력무관,서울 금천구,정규직,"OpenCV, deep learning, RAG, torchvision, faiss, lim, Rlhf","서울 금천구 가산디지털1로 212 (가산동, 코오롱디지털타워애스턴) 302호",https://www.jobkorea.co.kr/Recruit/Co_Read/C/34990099,https://www.jobkorea.co.kr/Recruit/GI_Read/44683054?rPageCode=SL&logpath=21&sn=6,2024.05.14(화),2024.06.13(목)
[경력] AI 엔지니어 채용 - LLM,㈜위존 강남사업장,경력,학력무관,서울 강남구,정규직,기본우대컴퓨터활용능력 우수자우대전공전산학·컴퓨터공학,"서울 강남구 논현로79길 47 (역삼동, 열린기술 빌딩) 6층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/14767,https://www.jobkorea.co.kr/Recruit/GI_Read/44677580?rPageCode=SL&logpath=21&sn=6,2024.05.14(화),2024.06.13(목)
[경력] AI 엔지니어 채용 - ML,㈜위존 강남사업장,경력,학력무관,서울 강남구,정규직,기본우대컴퓨터활용능력 우수자우대전공전산학·컴퓨터공학,"서울 강남구 논현로79길 47 (역삼동, 열린기술 빌딩) 6층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/14767,https://www.jobkorea.co.kr/Recruit/GI_Read/44677686?rPageCode=SL&logpath=21&sn=6,2024.05.14(화),2024.06.13(목)
"세상을 바꿀 백엔드, AI 분야 가리지 않은 만능 엔지니어가 되실 분들만 지원해주세요.",㈜테크프리,경력무관,대졸↑,서울 서초구 외,정규직,"기본우대공모전 입상자외국어                                                    [영어]                                                    TOEIC",서울 서초구 사임당로8길 13  (서초동) 4층 402호 에이514,https://www.jobkorea.co.kr/Recruit/Co_Read/C/43189111,https://www.jobkorea.co.kr/Recruit/GI_Read/44685159?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
렉스코드 AI 개발자(NLP) 채용,렉스코드,경력무관,학력무관,서울 서초구,정규직,"AWS, Docker, MySQL, Python, Redis, Fastapi","서울 서초구 서초중앙로 41 (서초동, 대성빌딩) 6층, 7층, 지하 1층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/21027405,https://www.jobkorea.co.kr/Recruit/GI_Read/44684716?rPageCode=SL&logpath=21&sn=6,2024.05.14(화),2024.06.13(목)
"[더조은컴퓨터 구로캠퍼스] 빅데이터(파이썬), AI(머신러닝,딥러닝) 강사 채용",더조은컴퓨터학원,경력무관,학력무관,서울 구로구,정규직 외,"Kafka, Keras, Python, Pytorch, Scipy, SQL, Tensorflow","서울 구로구 디지털로 306 (구로동, 대륭포스트타워2차) 212호",https://www.jobkorea.co.kr/Recruit/Co_Read/C/18514032,https://www.jobkorea.co.kr/Recruit/GI_Read/44673177?rPageCode=SL&logpath=21&sn=6,2024.05.13(월),2024.06.12(수)
시스템 엔지니어 (신입) 채용,굿어스데이터,신입,초대졸↑,서울 강남구,정규직,"Window, Linux, TCP/IP, VLAN",서울 강남구 테헤란로44길 8 (역삼동) 아이콘 역삼빌딩 5F,https://www.jobkorea.co.kr/Recruit/Co_Read/C/27736068,https://www.jobkorea.co.kr/Recruit/GI_Read/44671199?rPageCode=SL&logpath=21&sn=6,2024.05.13(월),2024.06.02(일)
"딥러닝, 모션제어, 영상처리, MFC, Embedded, C, C++ 개발자 모집",㈜아이엠에스나노텍,신입·경력2년↑,대졸↑,서울 구로구,정규직,"C++, VisualBasic, VIsualC·C++",서울 구로구 구로동 197-48 에이스테크노타워3차 207호,https://www.jobkorea.co.kr/Recruit/Co_Read/C/55046,https://www.jobkorea.co.kr/Recruit/GI_Read/44670514?rPageCode=SL&logpath=21&sn=6,2024.05.13(월),2024.05.31(금)
서울아산병원 융합의학과 의료영상지능실현연구실 연구원채용,서울아산병원,신입·경력,초대졸↑,서울 송파구,계약직,"C++, Python","서울 송파구 올림픽로43길 26 (풍납동, 풍납빌딩) 4층(인공지능 의료영상 연구팀)",https://www.jobkorea.co.kr/Recruit/Co_Read/C/290028,https://www.jobkorea.co.kr/Recruit/GI_Read/44670234?rPageCode=SL&logpath=21&sn=6,2024.05.13(월),2024.05.31(금)
딥러닝 모형 개발 및 최적화,㈜데이터플로,경력무관,학력무관,서울 강남구,정규직 외,Python,서울 강남구 테헤란로8길 11-4 (역삼동) 신도빌딩 202호,https://www.jobkorea.co.kr/Recruit/Co_Read/C/24624029,https://www.jobkorea.co.kr/Recruit/GI_Read/44663790?rPageCode=SL&logpath=21&sn=6,2024.05.13(월),2024.06.12(수)
AI 연구원 (신입/경력/전문연구요원),㈜코그넥스코리아,신입·경력,학력무관,서울 서초구,정규직 외,,"서울 서초구 서초대로38길 12 (서초동, 마제스타시티,힐스테이트서리풀) 마제스타시티 타워2 6층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/18005234,https://www.jobkorea.co.kr/Recruit/GI_Read/44664084?rPageCode=SL&logpath=21&sn=6,2024.05.13(월),2024.07.12(금)
[한화그룹 계열사/뉴블라] Machine Learning Engineer,㈜뉴블라코리아,경력3년↑,대졸↑,서울 강남구 외,정규직,"C++, Python, Pytorch, NPU, LLM, sphinx, Large Language Models, Multi-modal, Quantization, Doxygen","서울 강남구 영동대로82길 11 (대치동, 도원빌딩) 3,4층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/42545405,https://www.jobkorea.co.kr/Recruit/GI_Read/44654947?rPageCode=SL&logpath=21&sn=6,2024.05.10(금),2024.05.26(일)
백엔드(Back-end) 개발자 채용,로민,경력5년↑,대졸↑,서울 서초구,정규직,"Docker, JAVA, kubernetes, PostgreSQL, Python, Linux, Elasticsearch, GitHub, Fastapi",서울 서초구 방배천로2길 10 (방배동) 7층,https://www.jobkorea.co.kr/Recruit/Co_Read/C/34673566,https://www.jobkorea.co.kr/Recruit/GI_Read/44653538?rPageCode=SL&logpath=21&sn=6,2024.05.10(금),2024.05.31(금)
[CDRI] AI 데이터 사이언티스트 채용,㈜씨디알아이,경력무관,대졸↑,서울 강남구,정규직,"Pytorch, Tensorflow","서울 강남구 논현로 417 (역삼동, 화원빌딩) 3층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/35040217,https://www.jobkorea.co.kr/Recruit/GI_Read/44657087?rPageCode=SL&logpath=21&sn=6,2024.05.10(금),2024.06.09(일)
[기업부설연구소] AI 기반 비전시스템 개발 정규직 전문연구원 모집,㈜한국정보공작소,경력3년↑,대졸↑,서울 금천구,정규직,"DB2, JAVA, MSSQL, MySQL, PHP, Python, R, SQL, Hive","서울 금천구 가산디지털1로 45 (가산동, 이앤씨드림타워8차) 1106호",https://www.jobkorea.co.kr/Recruit/Co_Read/C/12627257,https://www.jobkorea.co.kr/Recruit/GI_Read/44648359?rPageCode=SL&logpath=21&sn=6,2024.05.09(목),2024.06.08(토)
[모빌테크] Sensor Fusion Engineer 모집 (경력),모빌테크,경력3년↑,대졸↑,서울 서초구,정규직,"C, C++, Linux","서울 서초구 마방로4길 16-9 (양재동, 삼보빌딩) ",https://www.jobkorea.co.kr/Recruit/Co_Read/C/21588579,https://www.jobkorea.co.kr/Recruit/GI_Read/44646402?rPageCode=SL&logpath=21&sn=6,2024.05.09(목),2024.07.08(월)
에너자이 AI 최적화 Researcher 채용 공고 (전문연구요원 가능),에너자이,경력무관,대졸↑,서울 강남구,정규직,"Python, Pytorch, Ai, 최적화",서울 강남구 테헤란로27길 27 (역삼동) ,https://www.jobkorea.co.kr/Recruit/Co_Read/C/34732356,https://www.jobkorea.co.kr/Recruit/GI_Read/44642635?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
[커넥트파이클라우드] AI Engineer - ML Product,㈜야놀자,경력2년↑,학력무관,서울 강남구,정규직,,"서울 강남구 테헤란로114길 38 (대치동, 동일타워) .",https://www.jobkorea.co.kr/Recruit/Co_Read/C/41518459,https://www.jobkorea.co.kr/Recruit/GI_Read/44637486?rPageCode=SL&logpath=21&sn=6,2024.05.08(수),2024.06.07(금)
음성/오디오 서버 개발자,페르소나에이아이,경력3년↑,초대졸↑,서울 강남구,정규직,,"서울 강남구 삼성로 540 (삼성동, 빌딩브로모) 2층 페르소나AI",https://www.jobkorea.co.kr/Recruit/Co_Read/C/25845092,https://www.jobkorea.co.kr/Recruit/GI_Read/44633007?rPageCode=SL&logpath=21&sn=6,2024.05.08(수),2024.06.07(금)
(병역특례/전문연구요원) 체감형 컨텐츠 R&D 프로그래머 모집합니다. (PC/Unity/AI/영상처리),㈜셀빅,경력무관,학력무관,서울 금천구,병역특례,"AR, Python, Unity, 영상처리, opencv",서울 금천구 가산디지털2로 24 (가산동) YPP아르센타워 906호,https://www.jobkorea.co.kr/Recruit/Co_Read/C/112470,https://www.jobkorea.co.kr/Recruit/GI_Read/44634636?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
인공지능/최적설계 알고리즘 개발자 모집(전문연구요원 또는 정규직),㈜피도텍,경력무관,석사↑,서울 송파구,정규직 외,,"서울 송파구 법원로 114 (문정동, 엠스테이트) A동 310호",https://www.jobkorea.co.kr/Recruit/Co_Read/C/30965,https://www.jobkorea.co.kr/Recruit/GI_Read/44631356?rPageCode=SL&logpath=21&sn=6,2024.05.08(수),2024.06.07(금)
[Medipixel] Marketing PR Specialist,메디픽셀,경력3년↑,대졸↑,서울 강남구,정규직,기본우대관련 학과 전공자,"서울 강남구 테헤란로108길 22 (대치동, 서경빌딩) ",https://www.jobkorea.co.kr/Recruit/Co_Read/C/35234944,https://www.jobkorea.co.kr/Recruit/GI_Read/44617441?rPageCode=SL&logpath=21&sn=6,2024.05.07(화),2024.06.03(월)
"AI인공지능, 웹개발(자연어,SST,TTS, 리액트, 노드JS ) 강사 채용",㈜코드랩이앤티,경력2년↑,대졸↑,서울 금천구,계약직,"API, AWS, Docker, Git, JAVA, JPA, MariaDB, MongoDB, MSA",서울 금천구 가산디지털2로 144 (가산동) 현대테라타워 가산DK 20층,https://www.jobkorea.co.kr/Recruit/Co_Read/C/43065455,https://www.jobkorea.co.kr/Recruit/GI_Read/44619189?rPageCode=SL&logpath=21&sn=6,2024.05.07(화),2024.07.06(토)
AI 백엔드 개발자,㈜헤링스,경력4년↑,대졸↑,서울 강남구,정규직,,"서울 강남구 언주로 560 (역삼동, 화물재단빌딩) 14층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/17431385,https://www.jobkorea.co.kr/Recruit/GI_Read/44626790?rPageCode=SL&logpath=21&sn=6,2024.05.07(화),2024.07.06(토)
[스타랩스] AI Engineer 채용,㈜스타랩스,신입·경력1년↑,대졸↑,서울 강남구,정규직,,"서울 강남구 테헤란로25길 6-9 (역삼동, 석암빌딩) (주)스타랩스",https://www.jobkorea.co.kr/Recruit/Co_Read/C/32178710,https://www.jobkorea.co.kr/Recruit/GI_Read/44627826?rPageCode=SL&logpath=21&sn=6,2024.05.07(화),2024.06.06(목)
[경력/신입] AI 개발자 특별 채용,㈜이노포스트,신입·경력3년↑,대졸↑,서울 서초구,정규직,"Python, Pytorch, Tensorflow, Scikit-Learn","서울 서초구 동광로 2 (방배동, 정태빌딩) 5층 이노포스트",https://www.jobkorea.co.kr/Recruit/Co_Read/C/32943093,https://www.jobkorea.co.kr/Recruit/GI_Read/44623805?rPageCode=SL&logpath=21&sn=6,2024.05.07(화),2024.07.06(토)
의료 텍스트 자연어처리(NLP) 딥러닝 연구원(전문연구요원 가능),㈜테서,경력무관,대졸↑,서울 강남구,정규직 외,기본우대영어가능자우대전공전산학·컴퓨터공학,"서울 강남구 언주로 544 (역삼동, 삼본빌딩) 4층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/35350460,https://www.jobkorea.co.kr/Recruit/GI_Read/44612222?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
[코스닥 상장] 모니터랩 AI 개발자 채용,㈜모니터랩,경력3년↑,학력무관,서울 구로구,정규직,"GoLang, Python, Pytorch, Tensorflow, Go, Scikit-Learn","서울 구로구 디지털로27가길 27 (구로동, 아남빌딩) 8,9층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/42924793,https://www.jobkorea.co.kr/Recruit/GI_Read/44605970?rPageCode=SL&logpath=21&sn=6,2024.05.03(금),2024.06.02(일)
정부과제(지원사업) 지원 연구원 및 선행기술 연구개발자 모집,㈜포딕스시스템,경력3년↑,대졸↑,서울 구로구,정규직,"Python, Linux, PowerPoint, 워드, OA, RCMS, 통합이지바로","서울 구로구 디지털로31길 38-9 (구로동, 에이스테크노타워1차) 301, 302호",https://www.jobkorea.co.kr/Recruit/Co_Read/C/12995407,https://www.jobkorea.co.kr/Recruit/GI_Read/44610243?rPageCode=SL&logpath=21&sn=6,2024.05.03(금),2024.06.02(일)
[광고사업부] 데이터 분석가 채용,㈜매드업,경력3년↑,대졸↑,서울 서초구,정규직,"Git, Google Analytics, Keras, Pytorch, Tensorflow, Tableau, POWER BI, Looker Studio, Generative AI","서울 서초구 서초대로74길 4 (서초동, 삼성생명서초타워) 20층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/16429142,https://www.jobkorea.co.kr/Recruit/GI_Read/44590443?rPageCode=SL&logpath=21&sn=6,2024.05.02(목),2024.06.02(일)
미래 가치를 함께 할 AI Engineer 경력 모집,바이플㈜,경력2년↑,대졸↑,서울 강남구,정규직,"Pytorch, NLP, yolo, 챗GPT","서울 강남구 봉은사로 524 (삼성동, 코엑스인터콘티넨탈서울) B2 L120",https://www.jobkorea.co.kr/Recruit/Co_Read/C/27363056,https://www.jobkorea.co.kr/Recruit/GI_Read/44590729?rPageCode=SL&logpath=21&sn=6,2024.05.02(목),2024.06.01(토)
[AI음성기술기업] 연구개발 담당 정규직 채용(경력),㈜라피치,경력,고졸↑,서울 강남구,정규직,기본우대인근거주자,"서울 강남구 도곡로 115 (역삼동, 거암빌딩) 7층, 기업부설연구소",https://www.jobkorea.co.kr/Recruit/Co_Read/C/168280,https://www.jobkorea.co.kr/Recruit/GI_Read/44593181?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
[현대자동차 사내벤처 피트릭스] AI Engineer (AI 개발자),㈜피트릭스,경력5년↑,석사↑,서울 강남구,정규직,"Azure, Pytorch, Tensorflow, BigQuery, GitHub, Nginx, TensorRT","서울 강남구 강남대로 626 (신사동, 엠아이타워빌딩) 7층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/32404160,https://www.jobkorea.co.kr/Recruit/GI_Read/44588255?rPageCode=SL&logpath=21&sn=6,2024.05.01(수),2024.05.31(금)
[4.5일제/엑스페릭스] 바이오인식/OCR 알고리즘 개발자 모집,㈜엑스페릭스,경력4년↑,대졸↑,서울 송파구,정규직,"C, C++, Python, OCR, 딥러닝, 알고리즘","서울 송파구 송파대로 201 (문정동, 송파테라타워2) ",https://www.jobkorea.co.kr/Recruit/Co_Read/C/37371607,https://www.jobkorea.co.kr/Recruit/GI_Read/44583372?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
아도스 ML Engineer 채용,㈜아도스,경력1년↑,대졸↑,서울 송파구,정규직,"Python, Pytorch, Tensorflow","서울 송파구 송파대로 167 (문정동, 문정역테라타워) B동 1021호",https://www.jobkorea.co.kr/Recruit/Co_Read/C/36311088,https://www.jobkorea.co.kr/Recruit/GI_Read/44583119?rPageCode=SL&logpath=21&sn=6,2024.04.30(화),2024.06.29(토)
[리콘랩스] 3D AI Researcher(박사급) 모집,㈜리콘랩스,경력무관,석사↑,서울 강남구,정규직,,서울 강남구 논현동 111,https://www.jobkorea.co.kr/Recruit/Co_Read/C/32337519,https://www.jobkorea.co.kr/Recruit/GI_Read/44567867?rPageCode=SL&logpath=21&sn=6,2024.04.29(월),2024.06.28(금)
[병역특례(보충역)]글로벌 R&D센터 연구원 모집합니다.,㈜비젼인,경력무관,학력무관,서울 금천구,병역특례,Python,"서울 금천구 디지털로 121 (가산동, 에이스가산타워) 501호",https://www.jobkorea.co.kr/Recruit/Co_Read/C/18117464,https://www.jobkorea.co.kr/Recruit/GI_Read/44569420?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
딥러닝 엔지니어 채용,㈜딥핑소스,경력3년↑,대졸↑,서울 강남구,정규직,,"서울 강남구 언주로 508 (역삼동, 공무원연금공단) 3층, 5층 딥핑소스",https://www.jobkorea.co.kr/Recruit/Co_Read/C/34024669,https://www.jobkorea.co.kr/Recruit/GI_Read/44572216?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
Linux시스템 개발자 채용,㈜경우시스테크,경력무관,학력무관,서울 금천구,정규직,"Ajax, C, C++, JAVA, MySQL, SQL, Linux, AutoCAD, CAD, 영어","서울 금천구 디지털로9길 68 (가산동, 대륭포스트타워 5차) 4층 전층",https://www.jobkorea.co.kr/Recruit/Co_Read/C/290709,https://www.jobkorea.co.kr/Recruit/GI_Read/44566948?rPageCode=SL&logpath=21&sn=6,상시채용,상시채용
