,Url,Location,Company,Title,Career,Payment,Education,Text,Tag
77,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=47982806,서울 서초구 외,디플래닉스(주),Data Scientist (10년 이상),경력 10~15년,회사내규에 따름,대졸(4년제) 이상,,"IT개발·데이터,데이터분석가,데이터엔지니어,데이터라벨링,데이터마이닝,데이터시각화,빅데이터,SQL,Python,Matlab,GCP,AWS,머신러닝,딥러닝,서울,경기,김포시"
78,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48051218,서울 서초구,(주)로민,[로민] 멀티모달 엔지니어 채용,경력 5~20년,면접 후 결정,대졸(4년제) 이상,,"IT개발·데이터,컴퓨터비전,이미지프로세싱,딥러닝,신경망,영상처리,머신러닝,연구·R&D,알고리즘개발,서울,서초구"
79,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=47895808,서울 구로구 외,아몽솔루션(주),"연구소 개발자 채용  (학사이상, 석사이상)",무관(신입포함),면접 후 결정,학력무관(예정자 가능),,"IT개발·데이터,영상처리,알고리즘,C++,OpenCV,S/W,솔루션,이미지프로세싱,응용프로그램,유지보수,딥러닝,정보통신,연구·R&D,알고리즘개발,소프트웨어,연구원,R&D,기술연구,이미지프로세싱,서울,구로구,금천구,동작구"
80,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48041399,서울 강남구,메가존클라우드(주),Unity 사업 채용(Presales/Engineer/Salse),무관,면접 후 결정,학력무관(예정자 가능),,"영업·판매·무역,솔루션기술영업,IT영업,S/W,거래처관리,기술영업,IT개발·데이터,IT컨설팅,클라우드,기획·전략,IT컨설팅,PM(프로젝트매니저),서울,강남구"
81,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48027375,서울 강남구 외,(주)클럼엘,[6년 ↑] Software Engineer (Data),경력 6~15년,회사내규에 따름,학력무관,,"IT개발·데이터,백엔드/서버개발,웹개발,프론트엔드,데이터분석가,머신러닝,빅데이터,클라우드,API,MySQL,AI(인공지능),Ajax,Java,Linux,Python,XML,C++,C언어,서울,강남구"
82,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48027332,서울 강남구 외,(주)클럼엘,[6년 ↑] Software Engineer (Product),경력 6~15년,회사내규에 따름,학력무관,,"IT개발·데이터,웹개발,Java,데이터엔지니어,데이터분석가,백엔드/서버개발,딥러닝,머신러닝,데이터시각화,빅데이터,정보통신,AI(인공지능),Git,Python,Linux,SQL,Spring,서울,강남구"
83,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48027351,서울 강남구 외,(주)클럼엘,[2년 ↑] Software Engineer (Data),경력 2~6년,회사내규에 따름,대졸(4년제) 이상(예정자 가능),,"IT개발·데이터,데이터분석가,데이터엔지니어,데이터라벨링,데이터마이닝,데이터시각화,빅데이터,SQL,Python,Matlab,GCP,AWS,머신러닝,딥러닝,서울,경기,김포시"
84,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48027097,서울 강남구 외,(주)클럼엘,[6년 ↑] Software Engineer (Frontend),경력 6~15년,회사내규에 따름,학력무관,,"IT개발·데이터,웹개발,Java,데이터엔지니어,데이터분석가,백엔드/서버개발,딥러닝,머신러닝,데이터시각화,빅데이터,정보통신,AI(인공지능),Git,Python,Linux,SQL,Spring,서울,강남구"
85,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48026987,서울 강남구 외,(주)클럼엘,[2년 ↑] Software Engineer (Frontend),경력 2~6년,회사내규에 따름,대졸(4년제) 이상(예정자 가능),,"IT개발·데이터,웹개발,Java,데이터엔지니어,데이터분석가,백엔드/서버개발,딥러닝,머신러닝,데이터시각화,빅데이터,정보통신,AI(인공지능),Git,Python,Linux,SQL,Spring,서울,강남구"
86,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48027167,서울 강남구 외,(주)클럼엘,[2년 ↑] Software Engineer (Product),경력 2~6년,회사내규에 따름,대졸(4년제) 이상(예정자 가능),,"IT개발·데이터,웹개발,Java,데이터엔지니어,데이터분석가,백엔드/서버개발,딥러닝,머신러닝,데이터시각화,빅데이터,정보통신,AI(인공지능),Git,Python,Linux,SQL,Spring,서울,강남구"
87,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48027149,서울 강남구 외,(주)클럼엘,[신입] Software Engineer (Product),신입·경력 1년 ↓,회사내규에 따름,대졸(4년제) 이상(예정자 가능),,"IT개발·데이터,웹개발,Java,데이터엔지니어,데이터분석가,백엔드/서버개발,딥러닝,머신러닝,데이터시각화,빅데이터,정보통신,AI(인공지능),Git,Python,Linux,SQL,Spring,서울,강남구"
88,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48026956,서울 강남구 외,(주)클럼엘,[신입] Software Engineer (Frontend),신입·경력 1년 ↓,회사내규에 따름,대졸(4년제) 이상(예정자 가능),,"IT개발·데이터,웹개발,Java,데이터엔지니어,데이터분석가,백엔드/서버개발,딥러닝,머신러닝,데이터시각화,빅데이터,정보통신,AI(인공지능),Git,Python,Linux,SQL,Spring,서울,강남구"
89,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48027359,서울 강남구 외,(주)클럼엘,[신입] Software Engineer (Data),신입·경력 1년 ↓,회사내규에 따름,대졸(4년제) 이상(예정자 가능),,"IT개발·데이터,데이터분석가,데이터엔지니어,데이터라벨링,데이터마이닝,데이터시각화,빅데이터,SQL,Python,Matlab,GCP,AWS,머신러닝,딥러닝,서울,경기,김포시"
90,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48031241,서울 서초구,(주)아이트럭,아이트럭에서 CTO를 모십니다.,경력 15년 ↑,면접 후 결정,학력무관,,"IT개발·데이터,CTO,백엔드/서버개발,웹개발,서울,서초구"
91,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48031100,서울 강남구,트리노드(주),[서울/신입 또는 경력 1년 이상] 데이터분석팀 - 데이터 분석가,무관(신입포함),면접 후 결정,학력무관,,"IT개발·데이터,데이터분석가,데이터마이닝,데이터시각화,머신러닝,모델링,서울,강남구"
92,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=47994315,서울 서초구 외,(주)서원정보,VMware 엔지니어 모집 (경력직),경력(년수무관),면접 후 결정,학력무관,,"생산,기술엔지니어,시스템설계,IT개발·데이터,VMware,IDC,클라우드,인프라,뉴타닉스,AWS,유지보수,SE(시스템엔지니어),Linux,Windows,S/W,H/W,서울,강남구,서초구,경기,성남시 분당구"
93,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=47994294,서울 서초구 외,(주)서원정보,인프라 엔지니어 모집 (경력직),경력(년수무관),면접 후 결정,학력무관(예정자 가능),,"생산,기술엔지니어,시스템설계,IT개발·데이터,VMware,IDC,클라우드,인프라,AWS,유지보수,정보보안,SE(시스템엔지니어),Linux,Windows,S/W,H/W,서울,강남구,서초구,경기,성남시 분당구"
94,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=47778715,서울 송파구 외,(주)플래티어,[그루비 SaaS 솔루션] 데이터사이언스 팀 리더,경력 5~15년,회사내규에 따름,학력무관,,"IT개발·데이터,웹개발,Java,데이터엔지니어,데이터분석가,백엔드/서버개발,딥러닝,머신러닝,데이터시각화,빅데이터,정보통신,AI(인공지능),Git,Python,Linux,SQL,Spring,서울,강남구"
