,Location,Company,Title,Career,Edu,URL,InfoDetails,Tag,D_Day
110,서울 서초구 외,(주)코난테크놀로지,2024년 상반기 각 부문 신입/경력 상시 채용,신입·경력,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=47370206&adsCategoryItem=effect_bold&,,"기획·전략,PM(프로젝트매니저),PMO,IT개발·데이터,기술지원,데이터분석가,데이터엔지니어,백엔드/서버개발,앱개발,웹개발,웹마스터,유지보수,정보보안,퍼블리셔,프론트엔드,DBA,IT컨설팅,QA/테스터,SE(시스템엔지니어),검색엔진,데이터시각화,딥러닝,머신러닝,모델링,빅데이터,웹표준·웹접근성,음성인식,자율주행,챗봇,취약점진단,클라우드,AI(인공지능),API,APM,NLP(자연어처리),NLU(자연어이해),AIX,C,,C++,C언어,Linux,Python,Pytorch,영업·판매·무역,기술영업,솔루션기술영업,연구·R&D,자율주행,서울,서초구",시작일2024.01.15 00:00마감일2024.07.31 23:59
111,서울 금천구,(주)커넥트웨이브,[커넥트웨이브] AI TF AI Engineer 모집,무관,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48253887&adsCategoryItem=effect_bold&,,"IT개발·데이터,AI(인공지능),Docker,Python,Kafka,Java,Hadoop,Spark,Kubernetes,Jenkins,데이터엔지니어,SE(시스템엔지니어),머신러닝,데이터분석가,아키텍쳐,LLM,서울,금천구",상시채용
112,서울 구로구 외,(주)젬백스링크,"㈜젬백스링크 ＆ ㈜젬백스링크아이 자율주행사업부,IT사업부,해외패션사업부 등 각 본부/부문별 채용",신입·경력,고교졸업 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48254187&adsCategoryItem=effect_bold&,,"기획·전략,기획,마케팅기획,브랜드기획,사업기획,상품기획,서비스기획,웹기획,인사기획,전략기획,PL(프로젝트리더),PM(프로젝트매니저),경영분석,데이터분석,리서치,사업개발,사업관리,사업제휴,스토리보드,시장조사,신사업기획,신사업발굴,실적관리,자료조사,타당성검토,트렌드분석,KPI관리,마케팅·홍보·조사,광고PD,광고마케팅,글로벌마케팅,기업홍보,디지털마케팅,마케팅,마케팅기획,마케팅전략,모바일마케팅,미디어플래너,바이럴마케팅,브랜드마케팅,블로그마케팅,비즈니스마케팅,오프라인마케팅,온라인마케팅,인플루언서마케팅,제휴마케팅,체험마케팅,콘텐츠기획,콘텐츠마케팅,콘텐츠에디터,퍼포먼스마케팅,프로덕트마케팅,행사기획,홍보,AD(아트디렉터),AE(광고기획자),B2B마케팅,BM(브랜드매니저),SNS마케팅,검색광고,광고캠페인,그로스해킹,매체관리,배너광고,세일즈프로모션,시장조사,언론홍보,옥외광고,이벤트프로모션,채널관리,키워드광고,통계/분석,퍼블리시티,ATL,BTL,회계·세무·재무,경리,재무,전산회계,회계,IR/공시,계산서발행,관리회계,급여(Payroll),기업회계,내부감사,더존,법인결산,법인세신고,부가세신고,세무기장,세무신고,세무회계,손익관리,신고대리,연결회계,연말정산,예산관리,외부감사,외환관리,원가관리,원가회계,원천세신고,자금관리,자체기장,재무기획,재무제표,재무회계,전표입력,종합소득세,채권관리,출납,회계결산,ERP,IFRS,인사·노무·HRD,인사,채용담당자,ER(노무관리),HRM,급여(Payroll),면접/인터뷰,법정의무교육,복리후생,인력관리,인사교육,인사기획,인사행정,인재발굴,임금협상,제증명발급,조직문화,채용공고관리,평가/보상,총무·법무·사무,법무,비서,사무직,송무비서,수행비서,안내데스크,임원비서,총무,컴플라이언스,경영지원,기술사업화,문서작성,비품관리,사내행사,사무보조,사무행정,사이트관리,상표관리,서류관리,시설관리,자료입력,자료조사,전화응대,제증명발급,Excel,PhotoShop,PowerPoint,IT개발·데이터,기술지원,데이터분석가,데이터엔지니어,백엔드/서버개발,앱개발,웹개발,웹마스터,유지보수,프론트엔드,DBA,SI개발,네트워크,데이터라벨링,데이터마이닝,데이터시각화,딥러닝,머신러닝,반응형웹,빅데이터,솔루션,스크립트,신경망,아키텍쳐,웹표준·웹접근성,정보통신,클라우드,AI(인공지능),DBMS,NLP(자연어처리),OCR,RDBMS,풀스택,Android,ASP,ASP.NET,AWS,Azure,C,,C++,C언어,Git,GoLang,HTML,HTML5,iOS,Java,Javascript,JSP,Linux,Objective-C,Python,React,React-Native,ReactJS,Spark,Spring,SpringBoot,Swift,TypeScript,Unix,VisualBasic,VisualC·C++,WebGL,Webpack,WebRTC,디자인,광고디자인,그래픽디자인,디지털디자인,로고디자인,모바일디자인,문구디자인,배너디자인,브랜드디자인,산업디자인,시각디자인,앱디자인,웹디자인,일러스트레이터,정보디자인,컨셉디자인,콘텐츠디자인,편집디자인,폰트디자인,표지디자인,프로모션디자인,AD(아트디렉터),BI디자인,CI디자인,보정/리터칭,브로슈어,상세페이지,썸네일,아트워크,인포그래픽,제안서,카탈로그,컨셉아트,팜플렛,포스터,홍보물,인디자인,일러스트,PhotoShop,영업·판매·무역,광고영업,영업,영업MD,영업관리,영업기획,영업마케팅,영업전략,영업지원,영업직,영업판촉,가맹점관리,가맹점영업,거래처관리,거래처납품,거래처영업,고객관리,기업영업,매장관리,매체영업,매출관리,바이어발굴/관리,벤더관리,쇼핑몰관리,수/발주,실적관리,온라인영업,유통영업,정산관리,주문관리,진열관리,홈쇼핑영업,B2B,B2C,고객상담·TM,상담원,인바운드,CS,CX매니저,게시판관리,고객관리,교환/반품,단순안내,대출상담,메일상담,민원상담,배송상담,상담품질관리,전화상담,접수/예약,주문상담,채팅상담,콜센터/고객센터,콜통계/분석,통화품질분석,해지방어,해피콜,A/S상담,VOC분석,상품기획·MD,기획MD,리테일MD,브랜드MD,영업MD,오프라인MD,온라인MD,유통MD,패션MD,AMD,VMD,결품관리,납기관리,매출관리,브랜드관리,브랜드기획,브랜드런칭,브랜드확장,브랜딩,상품관리,상품분석,소셜커머스,쇼핑몰,시장조사,아이템선정,여성의류,영캐주얼,오픈마켓,이커머스,자사몰관리,제작관리,채널관리,트렌드분석,판매전략,팝업스토어관리,패션브랜드,패션잡화,편집샵,프로모션기획,홈쇼핑,홈패션/홈데코,회원분석,운전·운송·배송,대리운전,물류기사,배송기사,사택기사,셔틀버스기사,수행기사,승합기사,운전,육상운송,차량도우미,퀵서비스,탁송기사,택시기사,서비스,스타일리스트,정비기사,자동차정비,연구·R&D,AI(인공지능),미디어·문화·스포츠,촬영감독,포토그래퍼,보정/리터칭,촬영,촬영보조,서울,강서구,구로구,금천구,영등포구,경기,성남시 분당구",시작일2024.05.24 00:00마감일2024.06.23 23:59
113,서울 구로구,(주)엘로이랩,[구로지점/AI 초분광 솔루션] AI Product Engineer(신입),신입,학력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48075085,,"IT개발·데이터,SI개발,딥러닝,머신러닝,AI(인공지능),S/W,C++,C,,Pytorch,서울,구로구",시작일2024.04.25 15:00마감일2024.06.24 23:59
114,서울 강남구,머니랩커뮤니케이션즈 주식회사,세무 사무원 및 IT 개발자를 채용합니다.,경력 2년 ↑,고교졸업 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48097751,,"회계·세무·재무,세무사,경리,경리사무원,더존,세무회계,세무기장,세무신고,세무조정,신고대리,종합소득세,부가세신고,법인세신고,법인결산,세무법인,세무사사무실,IT개발·데이터,웹개발,앱개발,프론트엔드,백엔드/서버개발,데이터엔지니어,퍼블리셔,딥러닝,머신러닝,솔루션,풀스택,AWS,Python,SpringBoot,React,MySQL,서울,강남구",시작일2024.04.30 12:00마감일2024.05.31 23:59
115,서울 강남구,(주)딥세일즈,사업개발 및 정부사업 담당자 (인턴),무관(신입포함),학력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48255589,,"IT개발·데이터,머신러닝,빅데이터,영업·판매·무역,SI영업,연구·R&D,R&D,R&D기획,서울,강남구",시작일2024.05.23 00:00마감일2024.05.31 23:59
116,서울 서초구 외,(주)네패스,각 부문별 신입/경력 대규모 수시채용,신입·경력,"대졸(2,3년제) 이상(예정자 가능)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48215987,,"기획·전략,경영기획,교육기획,경영관리,경영분석,경영컨설팅,경영혁신(PI),회계·세무·재무,해외법인,총무·법무·사무,법무,법무사,변호사,사내변호사,사무직,경영지원,문서작성,사무행정,서류관리,자료입력,자료조사,특허관리,특허분석,IP(지식재산권),IT개발·데이터,보안관제,보안컨설팅,앱개발,웹개발,유지보수,정보보안,프론트엔드,QA/테스터,SE(시스템엔지니어),네트워크,머신러닝,빅데이터,인프라,정보통신,AI(인공지능),IoT,S/W,라즈베리파이,아두이노,C,,C언어,Java,Javascript,jQuery,MSSQL,MySQL,OracleDB,Python,R,React,React-Native,Vue.js,제품개발,ESP,영업·판매·무역,기술영업,솔루션기술영업,시스템영업,영업,영업MD,영업관리,영업기획,영업마케팅,영업전략,영업지원,영업직,해외시장개척,해외영업,거래처관리,거래처영업,고객관리,공공영업,기업영업,해외영업관리,해외영업지원,고객상담·TM,아웃바운드,인바운드,CS,CX매니저,게시판관리,고객관리,교환/반품,기술상담,단순안내,상담품질관리,전화상담,콜통계/분석,통화품질분석,구매·자재·물류,품질관리,서비스,고객안내,고객응대,생산,공정관리,공정설계,공정엔지니어,금형설계,기계설계,기구설계,기술설계,기술엔지니어,반도체설계,부품설계,생산,생산관리,생산기술,생산설계,설계엔지니어,시스템설계,안전보건관리자,자동화설계,장비설계,장비제어,전기설계,전기제어,전자제어,전장설계,품질검사원,품질관리,프로그램설계,회로설계,QA,QC,레이저가공,반도체,스마트팩토리,품질보증,품질분석,FA(공장자동화),MES,PCB,SMT,2D설계,3D설계,Bump공정,WET,AVI,장비유지보수,Saw,장비PM,BM,건설·건축,대기환경기사,보건관리자,수질환경기사,안전관리자,안전보건관리자,토양환경기사,환경관리자,단열,환경분석,연구·R&D,연구원,R&D,R&D기획,기술연구,반도체,신소재,AI(인공지능),교육,교육운영,교육컨설턴트,교육컨텐츠개발,교육컨텐츠기획,코딩,서울,강남구,마포구,서초구,영등포구,충북,괴산군,음성군,청주시,청주시 청원구",시작일2024.05.20 09:00마감일2024.06.02 23:59
117,서울 강남구 외,(주)발란,[CTO 직속 조직] DevSecOps,경력 5~20년,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48255678,,"IT개발·데이터,DBMS,RDBMS,MySQL,데이터분석가,데이터엔지니어,데이터시각화,딥러닝,머신러닝,데이터마이닝,빅데이터,챗봇,Python,R,서울,성동구",상시채용
118,서울 서초구 외,(주)마크앤컴퍼니,백엔드 개발,경력 5~10년,학력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48254134,,"IT개발·데이터,DBMS,RDBMS,MySQL,데이터분석가,데이터엔지니어,데이터시각화,딥러닝,머신러닝,데이터마이닝,빅데이터,챗봇,Python,R,서울,성동구",시작일2024.05.23 00:00마감일2024.06.21 23:59
119,서울 구로구 외,(주)트루엔,[트루엔] AI 개발자,경력 3~5년,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48245485,,"IT개발·데이터,DBMS,RDBMS,MySQL,데이터분석가,데이터엔지니어,데이터시각화,딥러닝,머신러닝,데이터마이닝,빅데이터,챗봇,Python,R,서울,성동구",시작일2024.05.22 00:00마감일2024.06.22 23:59
120,서울 강남구 외,씨드로닉스(주),딥러닝(이미지) 연구개발,신입·경력 10년 ↓,석사졸업 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48245649,,"IT개발·데이터,DBMS,RDBMS,MySQL,데이터분석가,데이터엔지니어,데이터시각화,딥러닝,머신러닝,데이터마이닝,빅데이터,챗봇,Python,R,서울,성동구",시작일2024.05.22 00:00마감일2024.06.20 23:59
121,서울 강남구 외,씨드로닉스(주),Computer Vision 알고리즘 개발자,신입·경력 10년 ↓,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48245638,,"IT개발·데이터,DBMS,RDBMS,MySQL,데이터분석가,데이터엔지니어,데이터시각화,딥러닝,머신러닝,데이터마이닝,빅데이터,챗봇,Python,R,서울,성동구",시작일2024.05.22 00:00마감일2024.06.20 23:59
122,서울 강남구 외,(주)라피치,[AI음성인식전문] 연구개발 담당 채용(경력 5년 이상),경력(년수무관),고교졸업 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48246188,,"IT개발·데이터,DBMS,RDBMS,MySQL,데이터분석가,데이터엔지니어,데이터시각화,딥러닝,머신러닝,데이터마이닝,빅데이터,챗봇,Python,R,서울,성동구",시작일2024.05.22 00:00마감일2024.06.20 23:59
123,서울 강남구 외,블루닷(주),코덱 SW 엔지니어 (경력),경력 2~12년,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48244475,,"IT개발·데이터,DBMS,RDBMS,MySQL,데이터분석가,데이터엔지니어,데이터시각화,딥러닝,머신러닝,데이터마이닝,빅데이터,챗봇,Python,R,서울,성동구",시작일2024.05.22 00:00마감일2024.06.20 23:59
124,서울 강남구 외,블루닷(주),코덱 엔지니어 (화질분석) (경력),경력 2~12년,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48244485,,"IT개발·데이터,DBMS,RDBMS,MySQL,데이터분석가,데이터엔지니어,데이터시각화,딥러닝,머신러닝,데이터마이닝,빅데이터,챗봇,Python,R,서울,성동구",시작일2024.05.22 00:00마감일2024.06.20 23:59
125,서울 강남구 외,블루닷(주),코덱 SW 엔지니어 (신입),신입·경력 3년 ↓,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48244469,,"IT개발·데이터,DBMS,RDBMS,MySQL,데이터분석가,데이터엔지니어,데이터시각화,딥러닝,머신러닝,데이터마이닝,빅데이터,챗봇,Python,R,서울,성동구",시작일2024.05.22 00:00마감일2024.06.20 23:59
126,서울 구로구,(주)이엠넷,㈜이엠넷 디지털마케팅 경력AE/신입AM 공채[서울본사],신입·경력,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48219019,,"기획·전략,광고기획,기획,마케팅기획,브랜드기획,사업기획,경영관리,데이터분석,시장조사,신사업기획,마케팅·홍보·조사,광고PD,광고마케팅,기업홍보,디지털마케팅,마케팅,마케팅기획,마케팅전략,브랜드마케팅,온라인마케팅,인플루언서마케팅,콘텐츠기획,콘텐츠마케팅,콘텐츠에디터,AE(광고기획자),AM(어카운트매니저),BM(브랜드매니저),CD(크리에이티브디렉터),CW(카피라이터),SNS마케팅,광고주관리,광고캠페인,MCN,인사·노무·HRD,HRD,총무·법무·사무,법무,법무사,총무,전산총무,콘텐츠관리,IT개발·데이터,데이터시각화,머신러닝,솔루션,영상처리,AI(인공지능),디자인,광고디자인,그래픽디자인,디지털디자인,영상디자인,일러스트레이터,콘텐츠디자인,AD(아트디렉터),모션그래픽,인포그래픽,일러스트,PhotoShop,상품기획·MD,AMD,브랜드관리,브랜드기획,SNS,의료,병원총무,미디어·문화·스포츠,영상디자이너,인플루언서,AE(광고기획자),CW(카피라이터),PD/AD/FD,영상자막,영상제작,영상편집,서울,구로구",시작일2024.05.20 00:00마감일2024.05.26 23:59
127,서울 강남구 외,씨드로닉스(주),Development PM (5년 이상),경력 5~15년,석사졸업 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48245747,,"IT개발·데이터,DBMS,RDBMS,MySQL,데이터분석가,데이터엔지니어,데이터시각화,딥러닝,머신러닝,데이터마이닝,빅데이터,챗봇,Python,R,서울,성동구",시작일2024.05.22 00:00마감일2024.06.20 23:59
128,서울 강남구 외,블루닷(주),코덱 엔지니어 (화질분석) (신입),신입·경력 2년 ↓,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48244481,,"IT개발·데이터,DBMS,RDBMS,MySQL,데이터분석가,데이터엔지니어,데이터시각화,딥러닝,머신러닝,데이터마이닝,빅데이터,챗봇,Python,R,서울,성동구",시작일2024.05.22 00:00마감일2024.06.20 23:59
129,서울 송파구 외,(주)다이얼로그디자인에이전시,[3년 이상] AI/NLP R&D Engineer,경력 3~5년,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48249781,,"IT개발·데이터,DBMS,RDBMS,MySQL,데이터분석가,데이터엔지니어,데이터시각화,딥러닝,머신러닝,데이터마이닝,빅데이터,챗봇,Python,R,서울,성동구",시작일2024.05.22 00:00마감일2024.06.20 23:59
130,서울 강남구,(주)씨이랩,(주)씨이랩 백엔드 개발자 모집,경력 3년 ↑,대졸(4년제) 이상(예정자 가능),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48224425,,"IT개발·데이터,웹마스터,프론트엔드,웹개발,백엔드/서버개발,데이터엔지니어,앱개발,메타버스,데이터시각화,모델링,데이터마이닝,네트워크,머신러닝,서울,강남구",시작일2024.05.20 09:00마감일2024.06.19 23:59
131,서울 구로구,(주)엘로이랩,[구로지점/병역특례(전문연구요원)] AI Researcher 채용,신입·경력(년수무관),석사졸업 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=47920777,,"IT개발·데이터,SI개발,딥러닝,머신러닝,AI(인공지능),S/W,C++,C,,Pytorch,서울,구로구",시작일2024.04.03 11:00마감일2024.06.02 23:59
132,서울 구로구,(주)엘로이랩,[구로지점/AI 초분광] AI Engineer 채용(C++/영상처리/MFC/경력,경력(년수무관),대졸(4년제) 이상(예정자 가능),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48075107,,"IT개발·데이터,SI개발,딥러닝,머신러닝,AI(인공지능),S/W,C++,C,,Pytorch,서울,구로구",시작일2024.04.25 16:00마감일2024.06.24 23:59
133,서울 구로구,(주)엘로이랩,[구로지점/AI 초분광 솔루션] AI Researcher 채용(박사),경력(년수무관),석사졸업 이상(예정자 가능),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48075097,,"IT개발·데이터,SI개발,딥러닝,머신러닝,AI(인공지능),S/W,C++,C,,Pytorch,서울,구로구",시작일2024.04.25 15:00마감일2024.06.24 23:59
134,서울 강남구 외,(주)미디어윌네트웍스,[알바천국] 플랫폼개발실 총괄 관리자 모집,경력 10년 ↑,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48258210,,"IT개발·데이터,Windows,S/W,Git,SVN,Linux,WAS,AI(인공지능),검색엔진,머신러닝,딥러닝,클라우드,반응형웹,ISMS,IDC,.NET,ASP.NET,Java,MySQL,React,정보보안,CISO,웹개발,기획·전략,PM(프로젝트매니저),조직관리,서울,강남구,강동구,관악구,성동구,경기",시작일2024.05.23 16:00마감일2024.06.13 12:00
135,서울 금천구,디비비전㈜,웹 응용 프로그래밍 개발자 채용공고,경력 2~15년,"대졸(2,3년제) 이상",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48103243,,"IT개발·데이터,웹개발,Java,데이터시각화,머신러닝,백엔드/서버개발,서울,금천구",시작일2024.04.30 13:00마감일2024.05.30 23:59
136,서울 구로구 외,(주)미리디,데이터분석가,경력 1~5년,학력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48111029,,"IT개발·데이터,DBMS,RDBMS,MySQL,데이터분석가,데이터엔지니어,데이터시각화,딥러닝,머신러닝,데이터마이닝,빅데이터,챗봇,Python,R,서울,성동구",상시채용
137,서울 강남구,유한책임회사앤서스랩코리아,[외국계/게임사]게임 개발자 모집(Developer),경력 8년 ↑,학력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48255623,,"IT개발·데이터,게임개발,백엔드/서버개발,데이터엔지니어,웹개발,프론트엔드,SE(시스템엔지니어),트러블슈팅,데이터마이닝,API,DevOps,DW,DBMS,H/W,S/W,RDBMS,SDK,ASP.NET,Angular,C,,C++,CSS3,HTML5,Javascript,Java,Linux,MySQL,PHP,Unity,앱개발,머신러닝,서울,강남구",시작일2024.05.23 12:00마감일2024.06.22 23:59
138,서울 강남구 외,(주)덴컴,음성 전처리 엔지니어 채용,경력 5~10년,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48236807,,"IT개발·데이터,DBMS,RDBMS,MySQL,데이터분석가,데이터엔지니어,데이터시각화,딥러닝,머신러닝,데이터마이닝,빅데이터,챗봇,Python,R,서울,성동구",시작일2024.05.21 00:00마감일2024.06.30 23:59
139,서울 송파구 외,(주)미니레코드,[주식회사 미니레코드] Python 개발,경력 3~6년,학력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48240997,,"IT개발·데이터,DBMS,RDBMS,MySQL,데이터분석가,데이터엔지니어,데이터시각화,딥러닝,머신러닝,데이터마이닝,빅데이터,챗봇,Python,R,서울,성동구",상시채용
140,서울 강남구 외,(주)덴컴,AI Researcher 채용,경력 2~6년,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48236791,,"IT개발·데이터,DBMS,RDBMS,MySQL,데이터분석가,데이터엔지니어,데이터시각화,딥러닝,머신러닝,데이터마이닝,빅데이터,챗봇,Python,R,서울,성동구",시작일2024.05.21 00:00마감일2024.06.30 23:59
141,서울 금천구 외,(주)비솔,영상분야 AI 개발 모집,경력 5~20년,"대졸(2,3년제) 이상",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48236496,,"IT개발·데이터,DBMS,RDBMS,MySQL,데이터분석가,데이터엔지니어,데이터시각화,딥러닝,머신러닝,데이터마이닝,빅데이터,챗봇,Python,R,서울,성동구",시작일2024.05.21 00:00마감일2024.06.19 23:59
142,서울 송파구 외,(주)이글루코퍼레이션,[연구개발본부] 데이터 분석 엔진 개발 경력 정규직 채용 (6년 ↑),경력 6~10년,"대졸(2,3년제) 이상",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48238805,,"IT개발·데이터,DBMS,RDBMS,MySQL,데이터분석가,데이터엔지니어,데이터시각화,딥러닝,머신러닝,데이터마이닝,빅데이터,챗봇,Python,R,서울,성동구",시작일2024.05.21 00:00마감일2024.06.19 23:59
143,서울 구로구 외,(주)딥노이드,AI 연구원 (LLM개발),신입·경력 1년 ↓,석사졸업 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48237521,,"IT개발·데이터,DBMS,RDBMS,MySQL,데이터분석가,데이터엔지니어,데이터시각화,딥러닝,머신러닝,데이터마이닝,빅데이터,챗봇,Python,R,서울,성동구",시작일2024.05.21 00:00마감일2024.06.19 23:59
144,서울 강남구 외,(주)덴컴,AI Researcher 팀장 채용,경력 6~10년,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48236774,,"IT개발·데이터,DBMS,RDBMS,MySQL,데이터분석가,데이터엔지니어,데이터시각화,딥러닝,머신러닝,데이터마이닝,빅데이터,챗봇,Python,R,서울,성동구",시작일2024.05.21 00:00마감일2024.06.30 23:59
145,서울 강남구,(주)브레인데크,인공지능 보컬 서비스 구축  리서치 엔지니어 모집,무관(신입포함),대졸(4년제) 이상(예정자 가능),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48251350,,"IT개발·데이터,데이터엔지니어,데이터분석가,백엔드/서버개발,퍼블리셔,딥러닝,모델링,머신러닝,AI(인공지능),API,플러그인,클라우드,인터페이스,알고리즘,아키텍쳐,DBMS,음성인식,솔루션,임베디드,서울,강남구",시작일2024.05.22 19:00마감일2024.06.21 23:59
146,서울 구로구 외,(주)에이트테크,AI 데이터 매니저 정규직원 채용,경력 3~7년,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48242240,,"IT개발·데이터,DBMS,RDBMS,MySQL,데이터분석가,데이터엔지니어,데이터시각화,딥러닝,머신러닝,데이터마이닝,빅데이터,챗봇,Python,R,서울,성동구",시작일2024.05.21 00:00마감일2024.06.19 23:59
147,서울 구로구,(주)알티베이스,"국책사업 담당 (DBMS 연구/기술 경험, 논문/특허 가능)",경력 3~10년,석사졸업 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48246398,,"기획·전략,경영기획,기술기획,기획,사업기획,경영관리,경영분석,M&A,IT개발·데이터,데이터분석가,데이터엔지니어,기술지원,데이터마이닝,머신러닝,빅데이터,AI(인공지능),서울,구로구",시작일2024.05.22 11:00마감일2024.06.21 23:59
148,서울 강남구,(주)이큐포올,선행기술센터 기계 학습 연구원 채용,신입·경력(년수무관),대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48246220,,"IT개발·데이터,딥러닝,머신러닝,AI(인공지능),NLP(자연어처리),Python,Pytorch,Tensorflow,서울,강남구",시작일2024.05.22 11:00마감일2024.07.21 23:59
149,서울 강남구,(주)반프,2024년 상반기 R&D / SW(시스템) 설계,신입·경력 3년 ↑,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48091828,,"IT개발·데이터,데이터엔지니어,데이터분석가,백엔드/서버개발,웹개발,기술지원,딥러닝,머신러닝,데이터마이닝,데이터시각화,데이터라벨링,임베디드리눅스,풀스택,서울,강남구",상시채용
150,서울 강남구,(주)렉스퍼,자연어처리(NLP) 데이터 엔지니어 채용,경력 3년 ↑,대졸(4년제) 이상(예정자 가능),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48243376,,"IT개발·데이터,NLP(자연어처리),AI(인공지능),딥러닝,빅데이터,머신러닝,연구·R&D,AI(인공지능),서울,강남구",시작일2024.05.22 00:00마감일2024.06.21 23:59
151,서울 강남구 외,(주)에임메드,AI Engineer  선임연구원 채용,경력 5~10년,"대졸(2,3년제) 이상",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48231725,,"IT개발·데이터,DBMS,RDBMS,MySQL,데이터분석가,데이터엔지니어,데이터시각화,딥러닝,머신러닝,데이터마이닝,빅데이터,챗봇,Python,R,서울,성동구",시작일2024.05.20 00:00마감일2024.05.30 23:59
152,서울 강남구 외,(주)스타마타,R&D 부문 신입 및 경력 사원 수시채용,신입·경력 5년 ↓,대졸(4년제) 이상(예정자 가능),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48230348,,"IT개발·데이터,DBMS,RDBMS,MySQL,데이터분석가,데이터엔지니어,데이터시각화,딥러닝,머신러닝,데이터마이닝,빅데이터,챗봇,Python,R,서울,성동구",시작일2024.05.20 00:00마감일2024.06.18 23:59
153,서울 강남구 외,아타드 주식회사,[인공지능/데이터 분석] 개발자 채용,경력 1~3년,대졸(4년제) 이상(예정자 가능),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48222922,,"IT개발·데이터,DBMS,RDBMS,MySQL,데이터분석가,데이터엔지니어,데이터시각화,딥러닝,머신러닝,데이터마이닝,빅데이터,챗봇,Python,R,서울,성동구",시작일2024.05.20 00:00마감일2024.06.30 23:59
