,Location,Company,Title,Career,Edu,URL,InfoDetails,Tag,D_Day
0,서울 서초구 외,스마트인재개발원(사),"[82%취업] 빅데이터,AI 무료취업과정 모집!",무관(신입포함),학력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=47886223&adsCategoryItem=effect_bold&,,"IT개발·데이터,백엔드/서버개발,앱개발,웹개발,머신러닝,빅데이터,정보통신,AI(인공지능),APM,AR(증강현실),IoT,VR(가상현실),.NET,Ajax,Android,ASP,C,,C++,C언어,Hadoop,HTML,Java,Linux,Perl,PHP,Python,Ruby,XML,서울,강남구,관악구,서초구,성동구,광주,남구,동구,서구,전남,순천시,전북",시작일2024.03.29 00:00마감일2024.07.19 23:59
1,서울 송파구 외,(주)케이티,[Cloud 분야] 2024 AI 혁신 우수인재 채용,경력,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48212703,,"기획·전략,앱기획,PL(프로젝트리더),PM(프로젝트매니저),ISP,IT개발·데이터,앱개발,IT컨설팅,SI개발,솔루션,아키텍쳐,인프라,클라우드,S/W,AWS,Azure,Kubernetes,PaaS,PL/SQL,SaaS,디자인,CI디자인,영업·판매·무역,B2B,서울,송파구,종로구,경기,성남시 분당구",시작일2024.05.17 00:00마감일2024.06.02 23:59
2,서울 강남구 외,(주)에이아이트릭스,Solution Engineering Lead,경력 5~10년,학력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48250256,,"IT개발·데이터,기술지원,데이터엔지니어,백엔드/서버개발,앱개발,웹개발,프론트엔드,유지보수,SE(시스템엔지니어),SI개발,네트워크,AR(증강현실),VR(가상현실),클라우드,API,DevOps,트러블슈팅,Windows,AWS,Azure,Java,Javascript,MongoDB,OracleDB,MySQL,SpringBoot,WAS,Python,MSSQL,Linux,Kotlin,서울,강남구,관악구,동작구,서초구",시작일2024.05.22 00:00마감일2024.06.20 23:59
3,서울 강남구 외,(주)크레버스,[크레버스] Data Engineer 채용(경력 5년 이상),경력 5~10년,고교졸업 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48247763,,"기획·전략,기획,사업기획,서비스기획,앱기획,웹기획,IT컨설팅,데이터분석,시장조사,자료조사,트렌드분석,UI/UX,마케팅·홍보·조사,광고마케팅,글로벌마케팅,디지털마케팅,마케팅,마케팅기획,마케팅전략,모바일마케팅,브랜드마케팅,오프라인마케팅,온라인마케팅,조사원,CRM마케팅,사회조사,시장조사,총무·법무·사무,시설관리,자산관리,OA,IT개발·데이터,기술지원,데이터분석가,데이터엔지니어,백엔드/서버개발,보안관제,보안컨설팅,앱개발,웹개발,웹마스터,정보보안,프론트엔드,IT컨설팅,네트워크,데이터라벨링,데이터마이닝,데이터시각화,반응형웹,빅데이터,웹표준·웹접근성,인프라,정보통신,크로스브라우징,클라우드,API,ERP,IDC,VPN,Windows,Ajax,Angular,ASP,ASP.NET,AWS,Azure,Bootstrap,C,,CSS,CSS3,Git,HTML,HTML5,Java,Javascript,jQuery,Linux,MSSQL,MySQL,Node.js,NoSQL,OracleDB,PL/SQL,PostgreSQL,Python,React,React-Native,ReactJS,Redux,RestAPI,Ruby,Spring,SpringBoot,SQL,SQLite,Vue.js,디자인,UI/UX디자인,Figma,HTML,구매·자재·물류,구매,구매관리,재고관리,창고관리,SCM,개발구매,입고/입하,정산관리,출고/출하,피킹(집품),상품기획·MD,시장조사,이커머스,트렌드분석,운전·운송·배송,전동지게차,지게차,서비스,요리사,제과/제빵사,조리사,설비점검,시설관리,청소,생산,단순생산직,생산,생산관리,생산기술,설비OP,배합,세척밸리데이션,ERP,건설·건축,설비보수,위생설비,전기설비,연구·R&D,연구원,R&D,R&D기획,메뉴개발,식품연구,교육,정보보호교육,서울,강남구,경기,용인시,충남,천안시",시작일2024.05.22 00:00마감일2024.06.20 23:59
4,서울 강남구 외,블루닷(주),딥러닝 알고리즘 엔지니어 (경력),경력 3~12년,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48244501,,"IT개발·데이터,프론트엔드,백엔드/서버개발,Python,Java,Javascript,Linux,서울,강남구",시작일2024.05.22 00:00마감일2024.06.20 23:59
5,서울 구로구,(주)이엠넷,상반기 IT기획자/카피라이터/디자이너/총무/회계/정산/HRD 공채,신입·경력,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48218958,,"기획·전략,광고기획,기획,마케팅기획,브랜드기획,사업기획,경영관리,데이터분석,시장조사,신사업기획,마케팅·홍보·조사,광고PD,광고마케팅,기업홍보,디지털마케팅,마케팅,마케팅기획,마케팅전략,브랜드마케팅,온라인마케팅,인플루언서마케팅,콘텐츠기획,콘텐츠마케팅,콘텐츠에디터,AE(광고기획자),AM(어카운트매니저),BM(브랜드매니저),CD(크리에이티브디렉터),CW(카피라이터),SNS마케팅,광고주관리,광고캠페인,MCN,인사·노무·HRD,HRD,총무·법무·사무,법무,법무사,총무,전산총무,콘텐츠관리,IT개발·데이터,데이터시각화,머신러닝,솔루션,영상처리,AI(인공지능),디자인,광고디자인,그래픽디자인,디지털디자인,영상디자인,일러스트레이터,콘텐츠디자인,AD(아트디렉터),모션그래픽,인포그래픽,일러스트,PhotoShop,상품기획·MD,AMD,브랜드관리,브랜드기획,SNS,의료,병원총무,미디어·문화·스포츠,영상디자이너,인플루언서,AE(광고기획자),CW(카피라이터),PD/AD/FD,영상자막,영상제작,영상편집,서울,구로구",시작일2024.05.20 00:00마감일2024.05.26 23:59
6,서울 강남구 외,블루닷(주),딥러닝 알고리즘 엔지니어(신입),신입·경력 2년 ↓,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48244492,,"IT개발·데이터,데이터엔지니어,데이터분석가,데이터라벨링,데이터마이닝,Python,R,서울,금천구",시작일2024.05.22 00:00마감일2024.06.20 23:59
7,서울 강남구,(주)씨이랩,[(주)씨이랩] 유니티 엔진 프로그래머 모집,경력 3년 ↑,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48131390,,"IT개발·데이터,클라우드,Azure,AWS,IaaS,DevOps,PaaS,Docker,SaaS,NoSQL,서울,강남구",시작일2024.05.05 13:00마감일2024.06.04 23:59
8,서울 강남구,(주)씨이랩,[(주)씨이랩] ML FW개발자 모집,경력 1년 ↑,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48256147,,"IT개발·데이터,Python,Redis,R,C언어,Java,Hadoop,HBase,SQL,Spark,빅데이터,영상처리,알고리즘,서울,강남구",시작일2024.05.23 13:00마감일2024.06.22 23:59
9,서울 강남구 외,(주)에이아이트릭스,Frontend Lead,경력 5~10년,학력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48250680,,"IT개발·데이터,웹개발,웹마스터,백엔드/서버개발,서울,강남구",시작일2024.05.22 00:00마감일2024.06.20 23:59
10,서울 강남구 외,(주)에이아이트릭스,Solution Engineer,신입·경력 7년 ↓,대졸(4년제) 이상(예정자 가능),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48250654,,"IT개발·데이터,데이터엔지니어,데이터분석가,데이터라벨링,데이터마이닝,Python,R,서울,금천구",시작일2024.05.22 00:00마감일2024.06.20 23:59
11,서울 강남구 외,(주)에이아이트릭스,Sr. Backend Engineer,경력 5~10년,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48250631,,"IT개발·데이터,데이터엔지니어,데이터분석가,데이터라벨링,데이터마이닝,Python,R,서울,금천구",시작일2024.05.22 00:00마감일2024.06.20 23:59
12,서울 강남구,(주)마크클라우드,특허/상표 데이터 등 분석(Python) 및 사업 기획 모집,신입·경력 5년 ↓,대졸(4년제) 이상(예정자 가능),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48147986,,"IT개발·데이터,빅데이터,크롤링,데이터분석가,Pandas,머신러닝,기획·전략,데이터분석,사업기획,서울,강남구",시작일2024.05.08 10:00마감일2024.07.07 23:59
13,서울 강남구 외,(주)몰로코,[몰로코] Senior Machine Learning Engineer,경력 4~15년,학력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48238828,,"IT개발·데이터,빅데이터,Hadoop,Python,AI(인공지능),쉘스크립트,Linux,MariaDB,MySQL,SQL,서울,중구",시작일2024.05.21 00:00마감일2024.06.19 23:59
14,서울 송파구 외,(주)미니레코드,[주식회사 미니레코드] Python AI 개발자,신입·경력 5년 ↓,학력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48240730,,"IT개발·데이터,IT컨설팅,서울,강남구",상시채용
15,서울 강남구 외,(주)몰로코,[몰로코] Frontend Software Engineering Manager,경력 15~30년,학력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48238758,,"IT개발·데이터,프론트엔드,웹개발,Javascript,TypeScript,HTML,CSS,RestAPI,백엔드/서버개발,Angular,크로스브라우징,웹표준·웹접근성,반응형웹,Vue.js,서울,금천구",시작일2024.05.21 00:00마감일2024.06.19 23:59
16,서울 송파구 외,(주)이글루코퍼레이션,[연구개발본부] 인공지능/머신러닝 솔루션 엔진 개발 경력 정규직 채용 (5년 ↑),경력 5~10년,"대졸(2,3년제) 이상",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48239090,,"IT개발·데이터,빅데이터,Hadoop,Python,AI(인공지능),쉘스크립트,Linux,MariaDB,MySQL,SQL,서울,중구",시작일2024.05.21 00:00마감일2024.06.19 23:59
17,서울 강남구 외,(주)몰로코,[몰로코] Frontend Software Engineer I / II,경력 4~10년,학력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48238872,,"IT개발·데이터,프론트엔드,서울,강남구",시작일2024.05.21 00:00마감일2024.06.19 23:59
18,서울 서초구 외,(주)인이지,[INEEJI] (주)인이지 AI연구소 데이터분석가/AI엔지니어 채용,신입·경력 3년 ↑,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48251378,,"IT개발·데이터,AI(인공지능),딥러닝,Python,알고리즘,IoT,솔루션,Tensorflow,Pytorch,생산,자동제어,서울,강남구,서초구,경기",시작일2024.05.22 19:00마감일2024.06.06 23:59
19,서울 강남구,(주)컬리,[컬리] 머신러닝 엔지니어,경력 5년 ↑,학력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48251128,,"IT개발·데이터,머신러닝,서울,강남구",상시채용
20,서울 강남구,(주)야놀자,Software Engineer - Data Infrastructure,경력 3년 ↑,학력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48244965,,"IT개발·데이터,데이터분석가,데이터엔지니어,데이터마이닝,기획·전략,데이터분석,서울,강남구",상시채용
21,서울 서초구 외,(주)아이트럭,머신러닝 개발자,경력 5~10년,학력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48226249,,"IT개발·데이터,AI(인공지능),NLP(자연어처리),서울,중구",시작일2024.05.20 00:00마감일2024.06.18 23:59
22,서울 서초구 외,(주)코그콤,[주식회사 코그콤] 인공지능 연구개발 채용,경력 2~8년,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48232287,,"IT개발·데이터,AI(인공지능),빅데이터,머신러닝,데이터엔지니어,서울,강남구",시작일2024.05.20 00:00마감일2024.06.18 23:59
23,서울 강남구 외,(주)피에트,Data Scientist 경력 채용,경력 1~10년,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48119580,,"IT개발·데이터,빅데이터,AI(인공지능),Python,데이터분석가,데이터라벨링,데이터마이닝,데이터시각화,텍스트마이닝,Keras,Pandas,머신러닝,Linux,클라우드,알고리즘,Unix,Azure,미들웨어,쉘스크립트,기획·전략,데이터분석,서울,영등포구",상시채용
24,서울 송파구,(주)엘렉시,비전(Vision) 응용 소프트웨어 개발자 채용(병역특례가능),경력 3~15년,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=47996731,,"IT개발·데이터,앱개발,영상처리,컴퓨터비전,정보통신,Python,OpenCV,Linux,Tensorflow,Pytorch,Unix,쉘스크립트,Keras,Ubuntu,서울,송파구",시작일2024.04.15 13:00마감일2024.06.14 23:59
25,서울 서초구 외,(주)아이센스,㈜아이센스 2024년 신입/경력 대규모 채용,신입,고교졸업 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48145020,,"기획·전략,마케팅기획,PM(프로젝트매니저),PMO,신사업기획,신사업발굴,UI/UX,마케팅·홍보·조사,마케팅,마케팅기획,마케팅전략,오프라인마케팅,온라인마케팅,IT개발·데이터,백엔드/서버개발,프론트엔드,데이터라벨링,머신러닝,빅데이터,알고리즘,인프라,임베디드,펌웨어,H/W,IoT,S/W,임베디드리눅스,Android,C++,C언어,Git,GoLang,Matlab,Node.js,Python,React,React-Native,ReactJS,RestAPI,Tensorflow,VisualC·C++,Vue.js,영업·판매·무역,의료기기영업,구매·자재·물류,재고관리,양산구매,생산,공정관리,공정설계,공정엔지니어,기술엔지니어,생산,생산관리,생산기술,생산설계,설계엔지니어,설비OP,전자제어,회로설계,불량분석,펌웨어,FPCB,H/W,PCB,S/W,건설·건축,설계엔지니어,전기기사,전기설계,전기설비,전기시공,전기제어,연구·R&D,광학설계,알고리즘개발,의료기기연구,이화학시험,교육,화학,미디어·문화·스포츠,인제스트/인코딩,서울,서초구,인천,연수구",시작일2024.05.10 00:00마감일2024.06.09 23:00
26,서울 강남구,(주)디자이노블,[디자이노블]  - 데이터 엔지니어를 모집합니다.,무관(신입포함),학력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48232859,,"IT개발·데이터,데이터엔지니어,서울,강남구",시작일2024.05.20 17:00마감일2024.06.19 23:59
27,서울 서초구,(주)유아이티,2024년 경력 인재 채용(솔루션 기술영업 - IT Solution),경력(년수무관),대졸(4년제) 이상(예정자 가능),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48230329,,"영업·판매·무역,솔루션기술영업,영업,IT개발·데이터,솔루션,S/W,서울,서초구",상시채용
28,서울 강남구,(주)시큐다임,[(주)시큐다임] 2024년 R&D센터 개발자 채용,무관(신입포함),학력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48228084,,"IT개발·데이터,정보보안,네트워크,백엔드/서버개발,C언어,C++,머신러닝,딥러닝,S/W,DevOps,Ubuntu,Tensorflow,Python,Linux,Jenkins,Git,Docker,Kubernetes,와이어샤크,서울,강남구",시작일2024.05.20 13:00마감일2024.06.09 23:59
29,서울 서초구 외,(주)뉴블라코리아,[한화그룹 계열사/뉴블라] Machine Learning Engineer,경력 3년 ↑,석사졸업 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48070864,,"IT개발·데이터,C++,Python,Verilog,S/W,머신러닝,알고리즘,NLP(자연어처리),딥러닝,AI(인공지능),빅데이터,서울,강남구,서초구,송파구,경기,성남시 분당구,성남시 수정구",시작일2024.04.25 10:00마감일2024.05.25 23:59
30,서울 송파구,(주)앰진,(주)앰진 IT 백엔드 신입·경력 채용공고,신입·경력 1년 ↑,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48226543,,"IT개발·데이터,백엔드/서버개발,프론트엔드,RDBMS,데이터분석가,빅데이터,SQL,서울,송파구",시작일2024.05.20 09:00마감일2024.05.27 23:59
31,서울 강남구,(주)딥세일즈,"백엔드 개발자 Node.js, Python/5년 이상",경력 5~10년,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48226112,,"IT개발·데이터,백엔드/서버개발,웹개발,SI개발,Node.js,아키텍쳐,클라우드,서울,강남구",시작일2024.05.20 11:00마감일2024.06.19 23:59
32,서울 강남구,(주)마인즈앤컴퍼니,[인공지능솔루션] AI Engineer 채용,경력 3~15년,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48025594,,"IT개발·데이터,딥러닝,머신러닝,모델링,챗봇,AI(인공지능),NLU(자연어이해),NLP(자연어처리),서울,강남구",시작일2024.04.18 13:00마감일2024.06.17 23:59
33,서울 강남구 외,(주)딥브레인에이아이,머신러닝/딥러닝 엔지니어,경력 3~20년,학력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48218730,,"IT개발·데이터,빅데이터,AI(인공지능),Python,데이터분석가,데이터라벨링,데이터마이닝,데이터시각화,텍스트마이닝,Keras,Pandas,머신러닝,Linux,클라우드,알고리즘,Unix,Azure,미들웨어,쉘스크립트,기획·전략,데이터분석,서울,영등포구",시작일2024.05.17 00:00마감일2024.06.15 23:59
34,서울 금천구,(주)애드인에듀,웹개발자 훈련교강사 모집(풀스택개발+AI기술),무관(신입포함),학력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48220970,,"IT개발·데이터,데이터엔지니어,백엔드/서버개발,웹개발,프론트엔드,앱개발,머신러닝,딥러닝,빅데이터,교육,IT강사,서울,금천구",시작일2024.05.18 16:00마감일2024.06.30 23:59
35,서울 강남구 외,(주)뤼이드,[Riiid] Data Engineer,경력 2~6년,학력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48207541,,"IT개발·데이터,웹개발,Java,데이터엔지니어,데이터분석가,백엔드/서버개발,딥러닝,머신러닝,데이터시각화,빅데이터,정보통신,AI(인공지능),Git,Python,Linux,SQL,Spring,서울,강남구",상시채용
36,서울 구로구 외,(주)딥바이오,백엔드(Backend) 소프트웨어 엔지니어 채용,경력 3~5년,고교졸업 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48209491,,"IT개발·데이터,백엔드/서버개발,유지보수,머신러닝,아키텍쳐,알고리즘,AI(인공지능),DevOps,S/W,AWS,Docker,GCP,PostgreSQL,Python,RestAPI,TypeScript,서울,관악구,구로구,영등포구",시작일2024.05.16 00:00마감일2024.06.14 23:59
37,서울 강남구,(주)에이아이더뉴트리진,"AI, 머신러닝 데이터분석가 등 경력 채용",경력,대졸(4년제) 이상(예정자 가능),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48004630,,"기획·전략,컨설턴트,PM(프로젝트매니저),UI/UX,IT개발·데이터,데이터분석가,머신러닝,빅데이터,AI(인공지능),Python,R,서울,강남구",시작일2024.04.16 00:00마감일2024.05.31 23:59
38,서울 강남구,(주)페르소나에이아이,음성인식 엔진개발(팀장급),경력 3~15년,학력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48217349,,"IT개발·데이터,백엔드/서버개발,머신러닝,딥러닝,챗봇,AI(인공지능),풀스택,React,Node.js,SpringBoot,서울,강남구",시작일2024.05.17 16:00마감일2024.06.16 23:59
39,서울 강남구,(주)딥세일즈,프론트엔드 개발자 /5년 이상,경력 5~10년,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48216682,,"IT개발·데이터,프론트엔드,서울,강남구",시작일2024.05.17 15:00마감일2024.06.16 23:59
40,서울 서초구,주식회사 스포츠시그널,[팀장급] 스포츠 통계분석에 열정 가득한 인재를 모십니다.,경력 3년 ↑,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48089453,,"기획·전략,데이터분석,IT개발·데이터,데이터마이닝,데이터분석가,데이터라벨링,빅데이터,미디어·문화·스포츠,농구,야구,배구,축구,서울,서초구",시작일2024.04.29 09:00마감일2024.05.29 23:59
41,서울 강남구,(주)브레이브모바일,Product Data Analyst,경력 4~10년,학력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48214095,,"IT개발·데이터,데이터분석가,데이터시각화,빅데이터,기획·전략,데이터분석,서울,강남구",시작일2024.05.17 12:00마감일2024.05.30 23:59
42,서울 구로구,상상스토리(주),[연구소] 상상스토리 웹 개발 및 유지보수 경력개발자 채용공고,경력 5~10년,"대졸(2,3년제) 이상",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48207140,,"IT개발·데이터,백엔드/서버개발,앱개발,웹개발,Java,SpringBoot,Spring,JSP,MySQL,DBA,OracleDB,프론트엔드,SI개발,전자정부프레임워크,Javascript,Python,서울,구로구",시작일2024.05.16 15:00마감일2024.06.15 23:59
43,서울 서초구 외,(주)서원정보,증권사 MTS 네이티브 앱 개발자 모집,경력 3년 ↑,학력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48203298,,"IT개발·데이터,IDC,클라우드,AWS,Linux,Windows,S/W,H/W,앱개발,웹개발,Java,서울,강남구,서초구,경기,성남시 분당구",시작일2024.05.16 10:00마감일2024.07.15 23:59
44,서울 구로구,디딤365(주),LLM 엔지니어 및 서비스개발  채용,경력 3년 ↑,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48024334,,"IT개발·데이터,AI(인공지능),IT컨설팅,빅데이터,데이터분석가,데이터엔지니어,SE(시스템엔지니어),백엔드/서버개발,서울,구로구",상시채용
45,서울 강남구,데이터플로,BI 전문가 채용 신입/경력 채용,경력 2년 ↑,학력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48189787,,"IT개발·데이터,데이터분석가,데이터엔지니어,데이터시각화,데이터마이닝,모델링,머신러닝,서울,강남구",시작일2024.05.14 08:00마감일2024.06.13 23:59
46,서울 강남구,데이터플로,인공지능 AI 모형 개발 최적화 & 데이터 분석,무관(신입포함),학력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48189769,,"IT개발·데이터,클라우드,AWS,PaaS,Azure,Docker,Kubernetes,서울,강남구",시작일2024.05.14 08:00마감일2024.07.13 23:59
47,서울 강남구,(주)에너자이,(전문연구요원 가능) ML Engineer / Researcher 채용 공고,무관(신입포함),고교졸업 이상(예정자 가능),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48187922,,"IT개발·데이터,딥러닝,머신러닝,Python,알고리즘,컴퓨터비전,Pytorch,Tensorflow,Keras,연구·R&D,알고리즘개발,서울,강남구",상시채용
48,서울 강남구,(주)에너자이,(전문연구요원 가능) AI 컴파일러 엔지니어 채용 공고,무관(신입포함),고교졸업 이상(예정자 가능),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48187903,,"연구·R&D,알고리즘개발,IT개발·데이터,Pytorch,Tensorflow,AI컴파일러,Optimizing,C언어,Scala,딥러닝,AI(인공지능),경량화,서울,강남구",상시채용
49,서울 서초구,주식회사 스포츠시그널,[신입/경력] 스포츠 통계분석에 열정 가득한 인재를 모십니다.,무관(신입포함),대졸(4년제) 이상(예정자 가능),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48089445,,"기획·전략,데이터분석,IT개발·데이터,데이터마이닝,데이터분석가,데이터라벨링,빅데이터,서울,서초구",시작일2024.04.29 09:00마감일2024.05.29 23:59
50,서울 서초구,(주)럭스로보,VISION SW 개발 경력자 채용,무관(신입포함),대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48178312,,"IT개발·데이터,백엔드/서버개발,데이터분석가,데이터엔지니어,SE(시스템엔지니어),딥러닝,데이터마이닝,머신러닝,데이터시각화,네트워크,NLP(자연어처리),연구·R&D,기술연구,서울,서초구",상시채용
51,서울 서초구,(주)모빅랩,Senior AI Researcher 모집,경력 2~20년,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48177621,,"IT개발·데이터,Python,Linux,C++,C,,Javascript,알고리즘,SQL,R,딥러닝,머신러닝,서울,서초구",상시채용
52,서울 금천구 외,(주)인터엑스,"[서울] [전문연구요원] 데이터분석 (이미지 및 영상 데이터 분석가, Data Scientist)",경력 2~5년,학력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48166375,,"IT개발·데이터,DBMS,RDBMS,MySQL,데이터분석가,데이터엔지니어,데이터시각화,딥러닝,머신러닝,데이터마이닝,빅데이터,챗봇,Python,R,서울,성동구",상시채용
53,서울 강남구,(주)에이치비테크놀러지,Vision 영상처리(2D/3D) S/W 개발,경력(년수무관),대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48171240,,"IT개발·데이터,영상처리,딥러닝,알고리즘,Python,이미지프로세싱,연구·R&D,이미지프로세싱,서울,강남구",시작일2024.05.10 16:00마감일2024.06.09 23:59
54,서울 강남구,(주)러닝스푼즈,HR-Tech 스타트업 : 데이터사이언스 교육기획 프로덕트매니저 PM,신입·경력(년수무관),학력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48139900,,"기획·전략,서비스기획,신사업기획,교육기획,PO(프로덕트오너),기획,데이터분석,인사기획,신사업발굴,앱기획,웹기획,교육,교육컨텐츠기획,교육컨텐츠개발,교육운영,평생교육사,기업교육,인사·노무·HRD,HRD,인사기획,IT개발·데이터,데이터분석가,데이터엔지니어,빅데이터,데이터시각화,데이터마이닝,텍스트마이닝,AI(인공지능),서울,강남구",시작일2024.05.07 13:00마감일2024.06.06 23:59
55,서울 송파구,아이티컨버젼스(주),[신입/경력] 스마트팜 AI연구원 채용,신입·경력 5년 ↑,대졸(4년제) 이상(예정자 가능),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48168267,,"IT개발·데이터,AI(인공지능),머신러닝,딥러닝,알고리즘,빅데이터,서울,송파구",시작일2024.05.10 11:00마감일2024.05.24 15:00
56,서울 강남구,(주)에너자이,(전문연구요원 가능) Runtime 소프트웨어 엔지니어,무관(신입포함),학력무관(예정자 가능),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48020107,,"IT개발·데이터,C++,Python,Swift,Kotlin,objdump,웹프로그래밍,Flask,Django,React,서울,강남구",상시채용
57,서울 강남구,(주)헤링스,AI 백엔드 개발자 채용,경력 4~10년,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48151301,,"IT개발·데이터,AI(인공지능),백엔드/서버개발,풀스택,서울,강남구",상시채용
58,서울 강남구,(주)포시에스,(주)포시에스 전문연구요원(병역특례) SW개발자 채용,무관(신입포함),석사졸업 이상(예정자 가능),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48150797,,"IT개발·데이터,Java,C++,MFC,Angular,CSS,jQuery,SpringBoot,MongoDB,Android,연구·R&D,연구원,전문연구요원,병역특례,서울,강남구",시작일2024.05.08 13:00마감일2024.07.07 23:59
59,서울 강남구,(주)마인즈앤컴퍼니,[인공지능솔루션] Data Scientist,경력 3~15년,대졸(4년제) 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=48148638,,"IT개발·데이터,딥러닝,머신러닝,모델링,챗봇,AI(인공지능),NLU(자연어이해),NLP(자연어처리),서울,강남구",시작일2024.05.08 10:00마감일2024.07.07 23:59
